pIC50,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,BCUT2D_LOGPLOW,Chi0,Chi0n,Chi0v,Chi1,Chi2n,Kappa1,Kappa3,LabuteASA,SMR_VSA3,SMR_VSA5,SlogP_VSA5,HeavyAtomCount,NOCount,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHeteroatoms,NumRotatableBonds,fr_NH0,fr_benzene,fr_pyridine
9.52,405.91500000000025,385.75500000000005,405.11385694000006,142,-2.4229259966374657,18.96589084732138,14.775844175820732,16.348269702766913,13.008040390846984,6.718899368191079,18.14816046181083,3.755437667215856,164.67516369935944,19.74844178534064,37.76696814999996,36.04127516747286,27,8,0,3,10,4,4,0,0
9.52,422.4150000000001,401.247,422.1790419520001,160,-2.4229322677477274,21.46589084732138,16.148088696064907,16.148088696064907,14.21936525625217,7.355278440422048,20.13616280733652,3.94616145627226,168.9980319571235,24.378542966310093,43.94326666744344,41.73520316232132,30,9,0,3,12,4,5,0,0
9.49,515.0390000000002,487.8230000000002,514.155387404,184,-2.3535895985436786,23.8192619984499,19.212058272886413,20.845051434741865,16.406218538613903,8.61658855240221,25.210338027021884,5.213424213915028,212.2954358955549,19.935914083788838,38.51806962695183,17.808677612622933,35,9,1,3,11,6,4,1,1
9.49,478.55300000000034,448.31300000000033,478.23285344,184,-2.3664014019876274,24.57877502244374,20.282910222798836,20.282910222798836,16.85930512437696,9.466686417335564,23.25163658004364,4.585797584339859,203.3666566142847,19.497967953714348,32.41410323920352,46.54772486554189,35,10,1,2,10,7,5,1,0
9.44,508.8480000000002,492.72000000000025,508.098598712,182,-2.2124122396116728,24.294317972067564,17.483564031465733,18.300060612393462,16.192491802714493,6.8019366380745465,25.16836000814467,6.112987807453434,200.53531958479712,24.73242030628785,6.176298517443475,20.976930357840565,35,11,0,4,15,7,5,0,2
9.42,392.41900000000027,372.2590000000002,392.1596885,148,-2.365877160496333,19.9574546788841,15.960448369961876,15.960448369961876,14.11419354072963,7.187376718414262,17.625807706429757,2.993122279680596,166.4284008127947,19.497967953714348,6.544756405912575,26.27942884323463,29,9,1,2,9,3,5,1,0
9.4,407.45000000000016,388.29800000000006,407.1339856680001,148,-2.381507106698664,19.67299762850793,15.076458379640334,15.89295496056806,13.508040390846984,6.6024976990446325,18.69166834421624,3.803547810172788,162.91293976492557,25.06523038934697,25.30892881985917,35.31900466132849,28,8,0,3,11,5,4,0,0
9.4,396.48000000000025,376.3200000000001,396.1480782600001,144,-2.422926660412638,19.672997628507925,15.345093298311465,16.16158987923919,13.546045193307767,6.8884996222159,18.338747786234524,3.5392439245111045,165.1294192683431,19.74844178534064,37.76696814999996,41.73520316232132,28,9,0,3,10,4,5,0,0
9.33,476.53700000000026,448.3130000000003,476.217203376,182,-2.366555733811244,23.777445635193004,19.4815808355481,19.4815808355481,17.16983643339545,9.267585129910753,21.995027209607805,4.233179546328335,202.36082546075545,19.497967953714348,19.386399651764595,39.12107208908665,35,10,1,2,10,5,5,1,0
9.3,426.3780000000001,408.234,426.153970076,160,-2.5240027818893904,21.62902755413791,15.766159983387546,15.766159983387546,14.125830774556489,7.169343151489706,20.069059099616123,3.7931813895501945,167.0085967322484,24.378542966310093,24.81063636502774,28.89818303840248,30,9,0,3,13,4,6,0,0
9.3,343.3830000000001,322.2150000000001,343.153206152,132,-2.343962364166908,17.974327015758657,14.242978985242436,14.242978985242436,12.028407103102726,6.111446064796071,17.00803372505024,3.3528319870343646,145.05125104794095,10.30076712495354,25.807221274690605,30.12336912131146,25,7,1,1,7,6,1,1,1
9.3,404.42500000000007,382.249,404.1884637640001,154,-2.4259123978889043,20.543241116511005,15.84747449224531,15.84747449224531,13.918723993369944,7.192695267105481,19.245734749746045,3.902295545770887,164.83249655419723,24.378542966310093,44.19241289485915,48.29112441033197,29,9,0,3,11,5,5,0,0
9.3,426.3780000000001,408.234,426.153970076,160,-2.479270568028784,21.62902755413791,15.766159983387546,15.766159983387546,14.11321210636952,7.127141304371917,20.069059099616123,3.7931813895501945,167.00859673224846,24.378542966310093,24.810636365027737,22.47273829354329,30,9,0,3,13,3,6,0,0
9.26,435.4500000000001,411.2580000000001,435.188209668,166,-2.218516777527165,22.974327015758654,17.656524864502185,17.656524864502185,14.341373724180311,8.071023232589022,22.69956028426085,5.389813606376363,177.04358023960296,19.66437299524391,32.169580133720984,35.59331906484699,31,7,1,2,10,6,4,1,1
9.22,426.5000000000001,399.2840000000001,426.2291857040001,164,-2.401335146474157,21.750347897697548,17.969129857543333,17.969129857543333,14.810282186424,9.041798449765398,19.924167650272864,3.8706075559947575,178.8356272353856,29.215451163982472,43.938643545510246,32.22804289761662,31,9,0,3,10,5,6,0,1
9.22,422.53700000000015,392.2970000000002,422.25425758000006,164,-2.3810120126750576,21.750347897697548,18.591165384534104,18.591165384534104,14.810282186423995,9.415368495694352,19.99015746753688,3.89415099201095,181.035033946856,29.215451163982472,57.15336780176456,45.57260172023325,31,9,0,3,9,5,6,0,1
9.22,457.54200000000014,430.3260000000002,457.2338564840001,174,-2.311373994303125,23.12274509681375,19.347399895099816,19.347399895099816,16.544557874043907,9.464183539195046,20.91234355948472,4.281462439757047,196.99372934527952,39.60028707903274,44.24991533152631,38.64886452054263,34,10,0,4,10,6,8,0,1
9.22,500.5860000000003,471.3540000000002,500.2560691480001,190,-2.603250173141144,25.36323207281991,21.162415539265933,21.162415539265933,17.76330188905731,11.355350288223237,22.466164221643936,4.066598361685547,213.3196347775709,39.600287079032746,51.11152697261659,44.47326901854255,37,10,0,4,11,6,8,0,1
9.22,359.3570000000001,341.2130000000001,359.128134276,136,-2.379369104144885,18.63746372257519,14.284080165068191,14.284080165068191,12.373264456831986,6.727451151144154,16.562104196943675,2.210504329155873,148.21095529733796,10.30076712495354,18.634337847584263,17.28172587545944,26,7,1,1,8,5,1,1,1
9.15,511.4650000000002,487.27300000000014,511.19033490800007,194,-2.425916049243496,26.62059138570063,18.989149141682223,18.989149141682223,16.862099666344005,8.022527557251507,26.395720568723437,6.262862354413695,201.19091598874212,24.378542966310093,43.94326666744344,46.6602168495446,36,13,0,3,16,5,5,0,0
9.15,378.4400000000001,356.264,378.1916573240001,144,-2.4236534307207758,19.672997628507925,15.591545546226854,15.591545546226854,13.546045193307767,7.103936609446417,18.00530517350135,3.417763526348272,161.67435744886697,19.39456444536288,37.76696814999996,41.865679665472776,28,9,0,3,9,4,5,0,0
9.15,404.42500000000007,382.249,404.18846376400006,154,-2.314490861451783,20.380104409694475,15.899880735052603,15.899880735052603,14.008040390846984,7.034720019986255,19.245734749746045,4.186421374495755,165.04246804079258,29.69533157031642,31.729750442785186,41.87030278740596,29,9,0,3,11,5,5,0,0
9.13,472.5490000000002,444.3250000000003,472.222288756,180,-2.353750202114691,24.52636877963645,19.550262230337932,19.550262230337932,16.906218538613903,9.019038690907418,23.09920614651622,4.787943956252879,202.501979372594,19.935914083788838,38.51806962695183,17.808677612622933,35,9,1,3,9,6,4,1,2
9.1,479.5890000000004,446.3250000000003,479.275721296,186,-2.4107454588639308,24.741911729260263,20.783490563681397,20.783490563681397,16.70412903654135,10.20302597048012,23.28022451622961,4.9955416005316255,203.68627394589632,34.115360894832946,44.18778977292597,38.64886452054263,35,11,0,3,11,7,7,0,1
9.1,389.4630000000001,366.2790000000001,389.19640835600006,148,-2.221789348921388,19.794317972067567,16.46178903422993,16.46178903422993,14.207841235856243,7.271935145915944,17.691146996967557,3.3144412153131357,168.10737247526467,29.465924995608766,12.462662452073973,6.4208216229260096,29,8,0,4,8,5,5,0,2
9.1,425.44000000000017,407.2960000000001,425.12456385600007,154,-2.381509383414929,20.595647359318303,15.377072583459936,16.19356916438766,13.80868165372921,6.762926654671046,19.580560152411564,4.171993683924056,167.07847516785185,25.06523038934697,25.05978259244345,28.8935599164693,29,8,0,3,12,4,4,0,0
9.1,379.42800000000017,358.26000000000005,379.1869062920001,144,-2.4229304293390475,19.672997628507925,15.461408872537186,15.461408872537186,13.546045193307767,6.9693227702544025,17.93866472771829,3.3936962508132007,160.89400542981352,24.378542966310093,37.76696814999996,41.73520316232132,28,10,0,3,10,4,6,0,0
9.05,527.5420000000003,505.3660000000003,527.1499494040002,192,-2.417231808494188,26.95745467888409,19.9145753335679,20.731071914495622,17.36254177423549,8.713873316924591,25.66631049711502,5.546833846682319,210.1749270506137,34.25102139323894,25.620200605875223,29.76891456684706,37,13,0,4,15,8,7,0,2
9.05,389.41,368.242,389.1775647320001,148,-2.3824547535701504,19.67299762850793,15.322910627555723,15.322910627555723,13.508040390846984,6.817934686275151,18.357813569920665,3.67639350883318,159.4578779454495,24.71135304936921,25.30892881985917,35.449481164479955,28,8,0,3,10,5,4,0,0
9.0,388.8630000000001,367.695,388.15268497200015,142,-2.425909501273197,18.96589084732138,14.892159750046456,15.648088696064912,13.008040390846984,6.797568298539428,17.748353659147956,3.6031599931954887,160.4397498608298,24.378542966310093,37.76696814999996,36.17175167062432,27,9,0,3,10,4,5,0,0
9.0,438.46300000000025,415.2790000000002,438.181566816,166,-2.427557247829424,22.880104409694468,17.670651528513396,17.670651528513396,15.257370058712953,8.232399232519686,21.673331252322185,4.392748754648233,183.39932025059335,19.8518452936921,31.662041435023188,29.76891456684706,32,9,0,3,10,7,4,0,2
9.0,390.398,370.238,390.17281370000006,148,-2.3850129058849743,19.67299762850793,15.192773953866055,15.192773953866055,13.508040390846984,6.681166629392981,18.291088907316038,3.651191870688956,158.67752592639593,29.69533157031642,25.30892881985917,35.449481164479955,28,9,0,3,11,5,5,0,0
9.0,457.54200000000014,430.3260000000002,457.2338564840001,174,-2.3113739862633675,23.12274509681375,19.347399895099816,19.347399895099816,16.544557874043907,9.468149616326071,20.91234355948472,4.281462439757047,196.96218291368427,39.8296936537404,44.24991533152631,38.64886452054263,34,10,0,4,10,6,8,0,1
9.0,525.4920000000003,499.28400000000016,525.2059849720001,200,-2.4259160636287573,27.32769816688718,19.69625592286877,19.69625592286877,17.400104468804788,8.204551975593548,27.37874992657047,6.72071647697629,207.5558581031388,24.378542966310093,57.411760273046646,53.58395404923523,37,13,0,3,16,6,5,0,0
9.0,387.87500000000006,365.699,387.1574360040001,142,-2.423651822655495,18.96589084732138,15.022296423736124,15.778225369754578,13.008040390846984,6.934336355421596,17.814947226624657,3.6283464515242834,161.22010187988332,19.39456444536288,37.76696814999996,36.17175167062432,27,8,0,3,9,4,4,0,0
9.0,407.4,387.24,407.1681429200001,154,-2.382460904169179,20.595647359318303,15.623524831375324,15.623524831375324,13.80868165372921,6.978363641901563,19.245734749746045,4.040615093171168,163.62341334837572,24.71135304936921,25.05978259244345,29.024036419620764,29,8,0,3,11,4,4,0,0
9.0,379.4280000000001,358.26000000000005,379.1869062920002,144,-2.4259112778368754,19.672997628507925,15.461408872537188,15.461408872537188,13.546045193307767,6.967168552564248,17.93866472771829,3.3936962508132007,160.89400542981346,24.378542966310093,37.76696814999996,41.865679665472776,28,10,0,3,10,4,6,0,0
9.0,313.79200000000003,297.664,313.109423192,112,-2.221771047747773,14.940946820939052,11.959727756585751,12.715656702604209,10.79282633568371,5.461085730485002,13.54587655818156,2.532622313666818,132.90288158082137,19.685440252162543,12.462662452073973,6.4208216229260096,22,5,0,3,6,3,3,0,2
9.0,400.8700000000002,379.7020000000001,400.14145159200007,146,-2.3614175094566874,19.672997628507925,15.176616800422629,15.932545746441082,13.546045193307767,6.920306061844848,18.51992381198347,3.6059846105145255,166.4717795282637,14.59805822286387,12.84164324585202,23.199631921620835,28,8,1,2,9,4,4,1,0
9.0,468.50800000000027,442.3000000000002,468.208530512,178,-2.418107229739273,24.45745467888409,18.92482476143493,18.92482476143493,16.151216908830303,9.105276118058558,23.57391185789479,4.992727864941729,195.18119465280597,19.8518452936921,57.09618169931152,49.0313794356251,34,8,0,3,10,7,4,0,2
9.0,426.5000000000001,399.2840000000001,426.2291857040001,164,-2.401335146474157,21.750347897697548,17.969129857543333,17.969129857543333,14.810282186424,9.041798449765398,19.924167650272864,3.8706075559947575,178.8356272353856,29.215451163982472,43.938643545510246,32.22804289761662,31,9,0,3,10,5,6,0,1
9.0,466.51700000000034,439.3010000000003,466.212866944,178,-2.418782085970335,24.29431797206756,19.08486509088649,19.08486509088649,16.25737005871295,8.884664458839842,23.60291546850596,5.160848674196714,196.1292044793866,19.8518452936921,44.50368468087521,42.610557812699085,34,9,0,3,10,7,4,0,2
9.0,327.8190000000001,309.675,327.125073256,118,-2.350329154566212,15.6480536021256,12.6668345377723,13.422763483790757,11.29282633568371,5.795636719847884,14.480238222101054,3.0228691531726626,139.26782369521797,19.685440252162543,18.88348407499998,12.84164324585202,23,5,0,3,6,3,3,0,2
9.0,420.5210000000002,392.29700000000014,420.23860751600006,162,-2.6032500047986447,21.380104409694468,18.220921896531024,18.220921896531024,14.813812146274133,10.141900481573266,18.799121412643565,3.183688654926568,180.02920279332676,29.215451163982472,44.18778977292597,38.64886452054263,31,9,0,3,9,5,6,0,1
9.0,403.43700000000007,380.253,403.1932147960001,154,-2.423654465749525,20.543241116511005,15.977611165934976,15.977611165934976,13.918723993369944,7.32946332398765,19.312671839952426,3.927697037691445,165.61284857325072,19.39456444536288,44.19241289485915,48.29112441033197,29,8,0,3,10,5,4,0,0
9.0,461.53400000000016,434.31800000000015,461.24000448400017,176,-2.3113876168945797,23.28588180363028,19.192699356720563,19.192699356720563,16.47207822897247,9.542698754666048,20.78199896694214,3.893720326077218,194.94760744384357,44.62619987623942,44.18778977292597,38.64886452054263,34,12,0,4,12,6,8,0,1
9.0,444.3680000000001,427.232,444.144548264,166,-2.5240034761940024,22.551677284948283,16.066774187207145,16.066774187207145,14.426472037438714,7.329772107116118,20.961611566528028,4.1471121229130015,171.1741321351747,24.378542966310093,24.561490137612022,22.47273829354329,31,9,0,3,14,3,6,0,0
9.0,454.51000000000016,427.2940000000002,454.224100324,174,-2.4192484782773787,24.551677284948283,19.140702732797145,19.140702732797145,15.296862180437598,9.296491758903164,23.87417829944421,5.349841086391853,190.1845405353763,25.06523038934697,51.93033745733044,50.54012616591893,33,10,0,3,11,6,5,0,2
9.0,473.5850000000004,442.33700000000033,473.26515661200006,182,-2.521835785859758,24.36323207281991,20.23704959278333,20.23704959278333,16.978698183685335,9.4590517251761,23.05158504031005,5.198175557621756,204.48771205977943,29.548261247041594,44.69070534969059,38.17047518309165,35,10,1,2,10,5,7,1,0
9.0,376.3710000000001,358.22700000000003,376.157163636,142,-2.434701618393367,18.96589084732138,14.562637280176387,14.562637280176387,13.024877143252588,6.205713822274995,17.339648554188408,3.325652875744844,152.5225552985947,29.695331570316423,6.425444744859191,22.47736141547647,27,9,0,3,11,4,6,0,0
9.0,489.58400000000034,458.3360000000003,489.2600712320001,188,-2.525804583883035,25.07033885400645,20.64529788324719,20.64529788324719,17.516702986146118,9.410065353676982,23.81427678993766,5.18319454975454,209.6012572892863,29.548261247041594,37.76696814999996,31.246737983401037,36,11,1,2,11,5,7,1,0
9.0,436.4910000000002,411.2910000000002,436.20230226000007,166,-2.4189342514061103,22.880104409694468,17.96951001923608,17.96951001923608,15.257370058712953,8.62584541373732,21.711838887695,4.407583817731529,184.6507171354831,19.8518452936921,50.92450630380122,49.0313794356251,32,8,0,3,9,7,4,0,2
9.0,408.51000000000016,380.2860000000001,408.23860751600006,158,-2.311386487566612,20.880104409694468,17.720921896531024,17.720921896531024,14.39959858390104,8.941988289782149,19.0490671276208,3.648080220821816,174.67009183245938,29.215451163982472,44.18778977292597,38.64886452054263,30,9,0,3,9,5,6,0,1
9.0,479.5890000000004,446.3250000000003,479.275721296,186,-2.426012553074113,24.741911729260263,20.783490563681397,20.783490563681397,16.70412903654135,10.257282077530718,23.28022451622961,4.9955416005316255,203.68627394589632,34.115360894832946,44.18778977292597,38.64886452054263,35,11,0,3,11,7,7,0,1
9.0,456.55400000000014,428.3300000000002,456.23860751600006,174,-2.311373986065242,23.12274509681375,19.477536568789485,19.477536568789485,16.544557874043907,9.578730796880084,20.97754279018663,4.305470482795789,197.774081364333,34.616308558085535,44.24991533152631,38.64886452054263,34,9,0,4,9,6,7,0,2
9.0,439.4670000000002,419.3070000000001,439.14021392000006,160,-2.4229283922659275,21.46589084732138,16.031773121839187,16.848269702766913,14.21936525625217,7.2744552923835455,20.539054230459072,4.097721247417978,173.23344579565307,19.74844178534064,43.94326666744344,41.73520316232132,30,8,0,3,12,4,4,0,0
9.0,475.53200000000015,449.3240000000002,475.2244346720001,180,-2.311374272415494,23.99298858481683,19.64801409891942,19.64801409891942,16.955241476566865,9.58649179053083,21.77998678918313,4.506212364181389,201.15926474820577,39.60028707903274,44.24991533152631,38.64886452054263,35,10,0,4,11,6,8,0,1
8.96,459.55400000000026,430.3220000000003,459.2382731680001,176,-2.401969301289484,24.24191172926027,19.62993051038038,19.62993051038038,16.38858044840886,8.957754002776385,23.23566475397552,4.857997765478131,198.1322164928059,25.168633897698435,51.61444254938121,55.4522010585511,34,9,0,3,9,6,4,0,2
8.96,489.5150000000002,465.3230000000003,489.2036992280001,184,-2.417253701942653,25.449018510446813,19.65683042904945,19.65683042904945,17.223696553901735,9.330072255700356,23.375533998546985,4.733522493484472,204.9282327468672,35.26259400594904,44.37974989788864,54.22239185370893,36,11,0,4,12,8,6,0,2
8.96,469.49600000000027,444.2960000000003,469.2037794800001,178,-2.418129792346884,24.45745467888409,18.794688087745264,18.794688087745264,16.151216908830303,8.975908861856249,23.506243467471663,4.965654977699388,194.3692962021572,25.06523038934697,57.09618169931152,49.0313794356251,34,9,0,3,11,7,5,0,2
8.96,400.45800000000014,375.25800000000015,400.20230226,154,-2.417878524915537,21.181433796945207,16.848189675676434,16.848189675676434,13.663722363586343,7.705777352179034,20.658805287732143,4.678715093374469,167.75373235969693,24.83582381463931,45.50951583440444,38.05293747453131,29,8,0,3,9,7,4,0,1
8.92,518.5710000000004,491.3550000000004,518.174767184,192,-2.4190491515676045,25.664561460070644,19.88658006977496,20.703076650702684,17.0526985895855,9.395497305782396,24.55938887531669,4.42775307195498,207.08225010347812,18.903274214160103,37.06044048730557,29.76891456684706,36,11,1,2,13,6,5,1,0
8.92,476.5160000000002,451.3160000000002,476.20845026,180,-2.417210011892387,25.164561460070644,19.52707391705252,19.52707391705252,16.689221711291086,8.563384868372031,23.84467856545359,5.122291852574461,200.590991723244,29.632330037138324,39.088694211478426,36.69265176653768,35,10,0,4,11,8,6,0,2
8.92,436.4910000000002,411.29100000000017,436.20230226,166,-2.418244665630327,23.0956473593183,18.185052968859903,18.185052968859903,15.093285359101186,9.03934093337816,21.711838887694995,4.407583817731527,184.65071713548312,19.8518452936921,50.92450630380122,49.534295012389705,32,8,0,3,9,7,4,0,2
8.92,507.5700000000004,477.3300000000003,507.23941604,194,-2.4188750095137155,26.741911729260263,20.73956562926574,20.73956562926574,17.561900511353258,9.948934644454532,26.03522757333881,5.861257305898234,213.2469562757294,19.8518452936921,57.34532792672724,55.45220105855111,37,10,0,3,11,8,4,0,2
8.92,509.54200000000026,481.31800000000027,509.218680596,194,-2.418640776651233,26.74191172926027,20.73322019566376,20.73322019566376,17.599905313814045,9.399664100301402,25.84103238592856,5.617857243060162,212.41550236403037,24.75175502454258,38.0828630579492,36.18973618977307,37,11,0,3,12,7,5,0,2
8.92,476.4870000000002,454.3110000000003,476.177230384,178,-2.3920518865601776,25.16456146007064,18.95820495625454,18.95820495625454,16.651216908830303,8.439769487387945,23.63192079581026,5.1921065285851125,199.41940944041616,19.8518452936921,25.687909613637217,29.76891456684706,35,8,1,3,10,7,4,1,2
8.92,492.5550000000004,463.3230000000003,492.228517008,188,-2.420911659203994,25.71696770287793,20.2535869079195,20.2535869079195,17.007498921474273,10.66012919181014,24.15799768930136,4.402659017813197,207.5339460773397,19.8518452936921,68.86428478387231,61.87302268147712,36,9,0,3,10,7,4,0,2
8.89,357.41000000000014,334.2260000000001,357.168856216,138,-2.345739603222328,18.681433796945207,14.950085766428984,14.950085766428984,12.528407103102726,6.4918729089270215,17.975914300042195,3.562314329606262,151.41619316233758,10.30076712495354,32.22804289761661,36.54419074423747,26,7,1,1,7,7,1,1,1
8.89,415.4730000000002,389.26500000000016,415.213201292,160,-2.417878703252802,22.051677284948283,17.348189675676437,17.348189675676437,14.057569213703696,7.911238388463272,21.439135997268764,4.649097952712332,173.09362305670962,24.83582381463931,45.50951583440444,38.05293747453131,30,9,0,3,10,7,4,0,1
8.89,494.5710000000004,463.3230000000003,494.244167072,190,-2.419641236995397,26.08721119088101,20.62383039592258,20.62383039592258,16.964476839899493,10.269233368097408,25.540154591082626,5.636519194455547,208.5397772308689,19.8518452936921,69.87011593740155,62.37593825824173,36,9,0,3,10,7,4,0,2
8.89,390.398,370.238,390.17281370000006,148,-2.382484225612329,19.67299762850793,15.192773953866055,15.192773953866055,13.508040390846984,6.676133576022313,18.291088907316038,3.651191870688956,158.677525926396,29.69533157031642,25.30892881985917,35.449481164479955,28,9,0,3,11,5,5,0,0
8.89,446.5730000000004,416.33300000000025,446.19877644,168,-2.4554331387047417,21.37166824125719,17.664123752045064,18.480620332972787,15.097356788324024,8.88407998126052,21.05764219013104,4.283085959250248,185.2968779317644,14.867866772744897,69.11343101128803,54.88343446911574,31,8,0,2,9,6,3,0,0
