Smiles,pIC50,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_oxazole,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(Cl)cnc32)cc1NC1CCOCC1,8.72,14.156272487860587,14.156272487860587,0.12887663916704262,-1.6067388762108623,0.4831855549932855,16.03030303030303,475.9520000000003,448.7360000000003,475.178645624,176,0.25455837148033167,-0.38736663830463725,0.38736663830463725,0.25455837148033167,1.3333333333333333,2.090909090909091,2.8181818181818183,35.49569208568637,10.033323349200273,2.273817662939392,-2.257088057887536,2.253869216049162,-2.4187819159726716,6.305975471037386,-0.001772135329593079,3.1988739574131677,1.6448446756461979,1140.8175577130253,23.587211190881014,18.515615968395757,19.27154491441421,15.719365256252168,10.841013005825054,11.218977478834283,8.702403815606031,9.138839596078016,5.663387263033138,5.870086215445987,3.6475352204790576,3.813878775520354,-2.7499999999999996,27760941.41056865,23.40959070608853,9.623882346878302,5.42922479651299,195.67494891040295,20.476967556653417,17.636715394113047,0.0,0.0,5.907179729351506,0.0,9.361636831863176,14.358372089569237,0.0,0.0,11.600939890232516,38.821851782156486,49.29872675593943,28.419278297018145,19.028342580387395,34.22890732950011,0.0,19.8518452936921,0.0,44.50368468087521,25.075308938944744,47.37571672566238,5.817862777835028,10.633577208012662,10.077801322358383,0.0,11.600939890232516,63.12185118445833,4.736862953800049,0.0,37.04710632100208,36.78963192022406,5.022633313741326,16.85126421306755,101.30000000000001,17.679905935845486,14.291479626587346,0.0,12.586597235060536,40.95227500775047,18.227867460316816,20.044317970994324,12.263210640074686,22.89667735632765,20.60153424990708,16.337802844032566,21.40233243092429,6.04885609845167,21.755268635370214,17.203420722064163,0.009556786987338195,0.10052953476564674,5.617520758382101,4.868568730570352,3.6883907469286674,0.0,0.43478260869565216,33,3,8,0,1,1,0,3,3,7,3,10,7,0,1,1,4,3.5036000000000023,124.86570000000003,0,1,0,0,0,3,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cncnc32)cc1NC1CC1,8.72,13.993497799625942,13.993497799625942,0.28560371178111077,-1.579216417539553,0.5637351728395642,15.310344827586206,398.4420000000002,375.25800000000015,398.18665219600007,152,0.254558371392662,-0.38736663830463725,0.38736663830463725,0.254558371392662,1.3793103448275863,2.1724137931034484,2.896551724137931,19.14442136793565,10.034835925402835,2.280014823929534,-2.2237429988016095,2.283180489185478,-2.4175998546125284,5.993533414662231,-0.0017718261798055322,3.3980019955542544,1.6160980861802383,1040.872613422969,20.5956473593183,16.262403238049533,16.262403238049533,13.825518406134815,9.513728010435512,9.513728010435512,7.825350508048083,7.825350508048083,4.876189078487586,4.876189078487586,2.9144164571782247,2.9144164571782247,-3.07,5249192.7067082655,19.255296324764032,7.397505031103794,4.1902578591684865,166.74790120616765,15.740104602853368,23.964035468877587,0.0,0.0,5.907179729351506,0.0,9.361636831863176,19.342350610516444,0.0,0.0,0.0,32.75548471369488,36.084962826913596,23.39664498327682,14.291479626587346,22.62796743926759,0.0,24.83582381463931,0.0,44.50368468087521,11.861545009918906,42.61403641822398,5.817862777835028,10.633577208012662,10.077801322358383,0.0,0.0,54.89206577637971,0.0,0.0,37.04710632100208,37.05058492652699,0.0,16.85126421306755,104.96000000000001,17.679905935845486,14.291479626587346,0.0,6.544756405912575,28.757718594131273,18.227867460316816,26.371638045758864,12.263210640074686,16.83031028786604,25.585512770854287,0.0,15.815572092293218,0.0,25.36961839172637,16.484144219998733,0.14696672968257396,0.1639340304022856,3.992843472480727,6.996630104923166,2.4469576251595964,0.0,0.4,29,3,8,1,0,1,0,3,3,7,3,9,7,1,0,1,4,2.2286,106.83170000000003,0,1,0,0,0,4,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NC(C)C)CC1,8.72,13.236663288767918,13.236663288767918,0.00825232911490037,-0.17922861087859254,0.4638287706777911,17.694444444444443,487.60800000000035,454.34400000000034,487.269573296,188,0.25467226212048827,-0.3820677606810879,0.3820677606810879,0.25467226212048827,1.0555555555555556,1.8055555555555556,2.4722222222222223,16.152016846227863,9.849334978531587,2.2788782954161335,-2.288625909442544,2.2662195638049583,-2.4195932502661597,5.995257690565301,-0.12605743972175823,3.264286619233496,1.5087773082670173,1297.1847314563615,25.819261998449896,21.207280779570006,21.207280779570006,17.24442249606543,12.502033000945474,12.502033000945474,10.006792108453043,10.006792108453043,6.344848200680677,6.344848200680677,4.622858264172435,4.622858264172435,-3.9300000000000006,117830288.18000117,25.17154858314655,10.771505157938117,5.648938920944716,210.8621007215991,15.950365812018994,17.534261311395028,0.0,5.907179729351506,5.907179729351506,0.0,14.156174015934997,9.967957041894417,5.261891554738487,0.0,0.0,65.51096942738975,54.086550531370904,16.814289258077554,9.589074368143644,28.535147168619094,5.261891554738487,25.16863389769843,5.917906046161393,71.50375777791042,5.316788604006331,47.91653490361804,11.887084090627301,15.950365812018994,5.687386274683562,0.0,0.0,44.47493863583266,4.794537184071822,17.249018913692154,69.29967545793235,36.78963192022405,0.0,16.85126421306755,124.72999999999999,0.0,9.589074368143644,0.0,35.85778799230828,28.279329256680306,31.069510706168835,6.196843571613076,12.263210640074686,50.59162615509014,31.987544166705682,5.261891554738487,1.8404366035630604,0.0,34.533587829332205,19.48253043046901,2.347909368965829,0.5581339259173332,7.89837574367899,8.047442685472856,7.95825007926739,0.0,0.4444444444444444,36,3,9,1,0,1,0,3,3,7,3,9,7,1,0,1,4,3.9256800000000016,138.8295999999999,0,0,0,0,0,3,0,0,0,0,2,2,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CC2)CC1,8.72,13.165027389777674,13.165027389777674,0.008688434285172075,-0.13951087656264383,0.5225383721988645,19.88235294117647,457.5380000000003,430.3220000000003,457.2226231040001,174,0.2546722790610863,-0.3815084577573161,0.3815084577573161,0.2546722790610863,1.0,1.7058823529411764,2.3823529411764706,16.151154967425164,9.906593962218542,2.2670614315568134,-2.2921095067246395,2.2906431034860115,-2.430006194013936,5.995562535814713,-0.11941943005719749,3.545554805732547,1.3558287258872392,1280.1464308489676,23.656125291633362,19.044144072753472,19.044144072753472,16.49553493609094,11.720453370519884,11.720453370519884,9.163600173679608,9.163600173679608,6.443309913210007,6.443309913210007,4.5266755549581426,4.5266755549581426,-3.9299999999999997,92174327.20895949,21.891686717094906,9.136390935255053,4.712054561474892,197.12638533927665,15.950365812018994,17.534261311395028,0.0,5.907179729351506,5.907179729351506,0.0,14.156174015934997,9.967957041894417,5.261891554738487,0.0,0.0,50.65766387447928,55.09238168490014,16.814289258077554,9.589074368143644,28.535147168619094,5.261891554738487,25.168633897698435,0.0,63.57418942469057,5.316788604006331,47.91653490361805,11.887084090627301,15.950365812018994,5.687386274683562,0.0,0.0,44.474938635832665,4.794537184071822,11.33111286753076,61.3701071047125,36.78963192022406,0.0,16.85126421306755,124.73,0.0,9.589074368143644,0.0,23.898041116998932,28.633783811144706,49.598540226704415,6.923737199690624,18.460054211687762,22.89667735632765,31.987544166705682,5.261891554738487,1.8606629304514752,0.0,33.44801606557902,19.580052933601184,2.493220841876206,0.5070997650788271,8.33183862023137,10.575655573303385,1.5367866032118624,0.0,0.4,34,3,9,2,0,2,0,3,3,7,3,9,6,2,0,2,5,3.0435800000000013,127.55160000000002,0,0,0,0,0,3,0,0,0,0,2,2,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc2ncoc2c1,8.72,14.260690852354951,14.260690852354951,0.1671762734019231,-1.6624388659557663,0.3048735624046041,12.405405405405405,499.50600000000026,477.3300000000003,499.17681578400004,186,0.2545708965977379,-0.44339972005618306,0.44339972005618306,0.2545708965977379,1.2162162162162162,2.054054054054054,2.8378378378378377,19.144424071977284,10.03470874989006,2.2710122435441313,-2.2239402998192963,2.271099731942991,-2.4172174691136905,6.002479988658481,-0.0017722911371265736,3.5225816510601398,1.5244797917244144,1662.5880773468493,26.15612529163336,19.935702369209135,19.935702369209135,17.723696553901732,11.352781547195429,11.352781547195429,9.013544475057948,9.013544475057948,5.85520580750982,5.85520580750982,3.746048509458277,3.746048509458277,-4.819999999999999,280484510.71374995,23.90017805450971,9.327197855619247,4.824730149663279,209.94951581424843,20.157255539906714,29.22263742452158,11.976659640432764,0.0,5.907179729351506,0.0,9.361636831863176,19.342350610516444,5.261891554738487,0.0,0.0,38.112942673227685,41.79687534091081,28.960096474973813,18.708630563640693,39.41507457320966,5.261891554738487,24.83582381463931,0.0,25.620200605875226,11.861545009918906,72.50927560779341,11.887084090627301,10.633577208012662,15.765187597041944,0.0,0.0,48.85022494723175,0.0,11.33111286753076,29.76891456684706,65.79952356145276,0.0,27.950985072326056,141.89,17.679905935845486,14.291479626587346,0.0,12.10820789760957,39.50298489892538,5.386224214464796,32.63480104139792,41.09577856171248,6.06636706846161,31.65473408364656,9.679042491791833,21.368742690942295,0.0,25.94454637079973,25.50188795931434,1.8599505924568005,-0.10166197465620086,12.577231281416983,4.3031291142455315,2.296173965480514,0.0,0.19230769230769232,37,3,10,0,0,0,1,4,5,9,3,11,7,0,0,0,5,4.015780000000002,134.39869999999996,0,1,0,0,0,4,0,0,0,0,1,1,0,5,2,0,0,0,0,0,0,1,0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC[C@H](C)Nc1cc(-n2ncc3cc(Cl)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,8.72,14.076287335234326,14.076287335234326,0.059296665202148935,-1.621802990849569,0.40332009901660754,13.71875,463.94500000000016,436.72900000000027,463.18987900400003,172,0.2545583859965043,-0.38736663830463725,0.38736663830463725,0.2545583859965043,1.375,2.09375,2.75,35.49569228183599,10.034487406878375,2.2715374444748493,-2.227019075995638,2.2562979118700053,-2.4180337556991485,6.329594301880205,-0.0017721266267101026,3.1314686578532442,1.9664562943682238,1129.269031388537,23.62902755413791,18.355910660682586,19.11183960670104,15.006257618687439,10.221946071217223,10.599910544226452,8.197584284152953,8.604784410893558,5.098200708353767,5.400934024062611,2.8693426963172204,3.0291489604475155,-2.9799999999999995,9922944.648038177,23.67827624780668,9.252808432333106,5.078178319100785,189.73028496639265,21.47377208001555,11.98953817334532,11.465039998602755,0.0,5.907179729351506,0.0,4.794537184071822,14.358372089569237,9.780484743446223,0.0,18.524677089923138,33.25840029045949,23.691275683687444,34.616121868631225,14.291479626587348,40.046770107335135,0.0,25.06523038934697,0.0,51.93033745733044,17.595212487081092,35.1125060855877,5.817862777835028,16.367244685174846,15.89566410019341,0.0,11.600939890232516,55.12147235108736,0.0,0.0,44.47375909745732,24.52642128014937,5.022633313741326,16.85126421306755,130.98,17.679905935845486,14.291479626587348,0.0,23.96791150459256,27.56128380149244,6.4208216229260096,24.72612090613951,18.329577708536295,13.847474399381248,25.700216058208113,17.3346073673947,15.573682237626974,6.040060724615087,21.39935786694592,20.882956749343172,5.490715840828884,0.06955108175634273,3.3944015141359296,2.170366593544226,6.3400185023145745,0.0,0.42857142857142855,32,5,9,0,0,0,0,3,3,8,4,11,8,0,0,0,3,3.100300000000002,122.98510000000005,0,1,0,1,0,4,0,0,0,0,1,1,0,4,2,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(CF)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,8.72,13.988497799625943,13.988497799625943,0.13248467288149857,-1.6520559237123924,0.5190062338147032,13.8,418.4480000000002,394.2560000000002,418.1928804479999,160,0.25455838252196655,-0.38736663830463725,0.38736663830463725,0.25455838252196655,1.3333333333333333,2.1,2.8,19.144950369661572,10.034641234243775,2.27089035436556,-2.2263413691888236,2.2260277920104974,-2.4181854305444817,5.993054988162643,-0.0017722960815939764,3.146333196296071,1.9220774598710129,1033.5537529638093,21.888540578131753,16.93326092987221,16.93326092987221,14.201727166047128,9.4500912310737,9.4500912310737,7.606427734052481,7.606427734052481,4.572569328922539,4.572569328922539,2.770866909613184,2.770866909613184,-3.14,4867257.894008563,21.566039479428255,8.70014389707975,4.702517240384798,171.91926776262315,15.740104602853368,30.638626441152496,0.0,0.0,5.907179729351506,0.0,9.361636831863176,23.732765658191262,0.0,0.0,0.0,26.83757866753348,30.043121997765635,29.43848581242478,18.681894674262168,22.62796743926759,0.0,24.83582381463931,0.0,38.58577863471381,18.536135982193816,42.61403641822399,5.817862777835028,10.633577208012662,14.468216370033202,0.0,0.0,61.56665674865461,0.0,0.0,31.129200274840688,37.050584926526994,0.0,16.85126421306755,104.96000000000001,30.396337737268354,18.681894674262168,0.0,12.10820789760957,17.152426273286316,5.386224214464796,26.371638045758868,29.95089105916974,6.06636706846161,25.585512770854287,0.0,28.800837968475854,0.0,25.160432935327712,15.90116978967717,-0.4803294539551506,-0.12234714873603703,2.874263225567147,4.533601758560133,3.249037591749845,0.0,0.4,30,3,8,0,0,0,0,3,3,7,3,10,8,0,0,0,3,2.4242000000000004,109.24670000000005,0,1,0,0,0,4,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(CC(F)(F)F)c1,8.72,14.17119359038464,14.17119359038464,0.03913647171831669,-4.473604123348511,0.29041726763005415,13.08108108108108,540.9090000000002,519.7410000000002,540.1412124720001,196,0.40751611437200486,-0.38736663830463725,0.40751611437200486,0.38736663830463725,1.135135135135135,1.8918918918918919,2.5945945945945947,35.49569235554605,10.034830365369627,2.289315238368951,-2.223110582698008,2.2586695966734585,-2.4172298729552257,6.305821737613361,-0.14213008254451281,3.410307467449317,1.6801788745364863,1430.3125002587478,26.957454678884094,19.46158153989981,20.217510485918265,17.297663518237027,10.805633602587458,11.183598075596686,8.708820663081847,9.14525644355383,5.187740306030738,5.394439258443588,3.2875838179264916,3.453927372967788,-3.779999999999999,122917517.6617501,26.2877737527064,9.935955802539723,6.322531852171578,211.82144391239027,15.740104602853368,12.716431801422868,11.465039998602755,0.0,5.907179729351506,6.176298517443475,9.476340119217006,14.358372089569237,28.050411694771725,0.0,11.600939890232516,19.913841467842857,30.043121997765635,46.50035171492786,27.46272476961181,39.91629360418367,0.0,34.84571513279319,0.0,38.341255529231276,11.861545009918906,53.703036800426915,5.817862777835028,10.633577208012662,28.936432740066408,0.0,11.600939890232516,65.03641478282911,6.544756405912575,0.0,24.205463075150064,43.1169519949886,5.022633313741326,16.85126421306755,122.78,36.94571726511411,27.46272476961181,0.0,22.756086818899146,20.737837684119036,12.393687143226153,43.18617511782727,6.06636706846161,0.0,30.798897866509154,11.600939890232516,54.435400108745185,5.976891950114883,21.370801470394188,23.98483858149637,-1.0113640984760697,-0.5020565490505959,3.0844080456708802,0.19259652220414725,0.7462617466787962,0.0,0.3181818181818182,37,3,10,0,0,0,0,4,4,9,3,15,8,0,0,0,4,3.810100000000001,126.76170000000003,0,1,0,0,0,6,0,0,0,0,1,1,0,6,2,0,0,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CC(F)(F)C1,8.72,14.088342589125764,14.088342589125764,0.053796171361106815,-2.7608077284973653,0.4858524632890921,16.5,472.47100000000023,449.2870000000002,472.18345863600007,178,0.25455837161515166,-0.38736663830463725,0.38736663830463725,0.25455837161515166,1.3529411764705883,2.088235294117647,2.735294117647059,19.2854347497489,9.876628936234475,2.451926858199161,-2.359780384479643,2.3928845818930964,-2.4473725060763196,5.9936057448306865,-0.0793019790326478,3.1795699013282683,1.6453006322692998,1269.9265892764847,24.67299762850792,18.51833218406799,18.51833218406799,15.964476839899499,10.633358552076569,10.633358552076569,8.959141099671706,8.959141099671706,5.694636032082522,5.694636032082522,3.6568685140126913,3.6568685140126913,-3.6499999999999995,26774582.636933208,23.506243467471663,8.607575881971414,4.817102307929509,192.98178794133554,15.740104602853368,23.70593670690532,0.0,0.0,11.829708897446082,0.0,9.361636831863176,23.13920218491888,5.261891554738487,0.0,0.0,25.980208536304467,48.92660607276562,28.960096474973813,23.07230972193699,22.62796743926759,5.261891554738487,19.8518452936921,0.0,50.42621384896978,11.861545009918906,47.91653490361805,11.887084090627301,10.633577208012662,18.858631417708022,0.0,0.0,55.830616423527076,0.0,11.33111286753076,42.610557812699085,36.78963192022406,0.0,16.85126421306755,115.86,36.1890323390006,23.07230972193699,0.0,24.09248101223258,22.414715704764546,0.0,32.30752861106901,22.89667735632765,6.069221312792274,20.60153424990708,5.261891554738487,42.48801574708666,0.0,21.36344500337759,24.900862076867206,-0.3997571503886044,-3.0470246393255667,6.441301494288568,1.9373950673929854,2.1490957340344976,0.0,0.391304347826087,34,3,8,1,0,1,0,3,3,7,3,11,7,1,0,1,4,3.340580000000002,118.69870000000004,0,1,0,0,0,3,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCCC2)c1-c1nc2ccccc2s1,8.7,13.20835806334318,13.20835806334318,0.15646253254388176,-0.15646253254388176,0.6095050740643483,17.870967741935484,440.5730000000002,412.3490000000002,440.199445136,164,0.26429871577231057,-0.377773886781775,0.377773886781775,0.26429871577231057,1.064516129032258,1.8709677419354838,2.6774193548387095,32.13353998041399,10.132097372587321,2.211309679097274,-2.280290364433755,2.3168455345970442,-2.3844538460158042,7.212614568717421,0.12171660737736238,3.2353569993518785,1.4592520689213784,1052.0398076010074,21.04539482762413,17.601174923201953,18.41767150412968,15.275989583278104,11.069799183502406,11.886295764430132,8.02838211799541,9.059030999921776,5.894434219788189,6.948328812888106,4.207154034400901,5.21574773051656,-2.4899999999999993,25909825.930761624,20.41476848284905,9.334614234312456,4.581550836300683,184.81676687541685,19.853471019507335,16.388937966384788,0.0,5.948339280986494,5.559266895052008,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,11.336785877934737,18.55355575984923,38.06389019460039,26.1790256236503,23.430384563111197,4.736862953800049,33.31960857084162,0.0,19.851845293692104,0.0,19.26246486877803,62.69900069935809,34.61927235297027,10.571075188549761,15.775965229908817,11.766202058821523,0.0,11.336785877934737,72.33414765819337,4.736862953800049,0.0,19.26246486877803,29.060005457918262,0.0,20.787695822635122,86.38,0.0,4.794537184071822,0.0,5.559266895052008,35.55104117639712,49.48515906956081,30.599250746712766,0.0,24.26546827384644,20.100586586654494,14.704819995694464,6.512888718269137,1.526540697941762,30.302668049109243,4.157790060468632,1.2697190780199439,1.208278717351138,7.964176671459319,3.854154130423243,6.703783876957577,0.0,0.5,31,2,8,0,2,2,1,2,3,8,2,9,6,0,2,2,5,2.7810000000000006,125.28440000000003,0,0,0,0,0,3,1,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CN1C(=O)C[C@H]2CN([C@H]3CC[C@H](Nc4ncnc5[nH]cc(C6CCOCC6)c45)CC3)CC[C@H]21,8.7,12.118894999292257,12.118894999292257,0.33407636029842,0.33407636029842,0.7413414282759109,31.78787878787879,452.6030000000004,416.31500000000034,452.2899743919999,178,0.22247631637832904,-0.3814062615923247,0.3814062615923247,0.22247631637832904,1.0909090909090908,1.9090909090909092,2.727272727272727,16.474353266984547,9.858513409657531,2.4215316019940536,-2.429750978867413,2.3706981888393646,-2.5001868137704606,5.905310800093817,-0.1272316242532386,3.4125293960636784,1.0967470253840041,993.943630697893,22.36323207281991,19.63208422149351,19.63208422149351,16.169836433395457,12.8305813706744,12.8305813706744,10.546137050428035,10.546137050428035,8.768329903230978,8.768329903230978,6.848714639772441,6.848714639772441,-2.19,84344131.15358022,21.35044878797706,8.871890186586727,4.011538461779383,195.01669644712354,19.937539809604065,17.7923600733673,0.0,5.907179729351506,0.0,0.0,9.694446914922299,9.967957041894417,0.0,0.0,0.0,56.427108898340464,70.01204245167253,5.386224214464796,9.53140013787187,22.758443942419056,0.0,24.75175502454258,5.917906046161393,75.41000151701337,38.6677373275345,18.087615138074614,0.0,5.316788604006331,5.817862777835028,0.0,0.0,82.13540596486615,9.53140013787187,5.917906046161393,62.84793052126648,12.524163646377618,0.0,11.033401435232523,86.38000000000001,0.0,4.794537184071822,0.0,0.0,35.868514309118176,76.2932464770098,23.79131895201381,6.3273200747645415,11.947581713527669,31.365477469311507,4.736862953800049,5.575086418487177,0.0,29.330367974859435,4.959354953927777,2.26913250982418,2.3593904683435816,1.5761171938415095,12.553509736492588,3.889347883532438,1.9876928606913158,0.72,33,2,8,1,3,4,0,2,2,6,2,8,4,1,3,4,6,3.1276,127.20440000000006,0,0,0,0,0,3,1,0,0,0,1,1,0,4,2,0,0,2,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C5CC5)ccc4n3)cn2)CC1,8.7,6.290937853083347,6.290937853083347,0.1301136260447786,-0.1301136260447786,0.6456623927406976,21.35483870967742,419.5330000000002,390.30100000000016,419.24335854800006,162,0.24560950235690754,-0.46967655833930727,0.46967655833930727,0.24560950235690754,1.064516129032258,1.8709677419354838,2.6129032258064515,16.516457677293264,10.065041902266888,2.409621304255364,-2.284388458757503,2.424615362526527,-2.3113740734804824,5.808777564248748,0.19411943704596016,3.685312233586492,1.2824674123171622,1110.3105204060632,21.00142475325411,18.212485728093746,18.212485728093746,15.044557874043907,11.42096382308825,11.42096382308825,9.650929236964666,9.650929236964666,6.7445432457907994,6.7445432457907994,4.2386114100284775,4.2386114100284775,-2.74,33920498.27286614,18.983634810774923,7.1541508172743695,3.961773847939985,181.58633436698307,14.953561288656857,5.601050810983688,5.516700717616262,11.828327617421866,0.0,0.0,4.681802935145185,9.967957041894417,10.082660329248245,0.0,0.0,77.71858586867225,17.80867761262293,23.442771393060863,4.736862953800049,22.669126990902576,0.0,29.632330037138324,0.0,63.00946462353973,25.453973398508673,30.220349274997833,5.879988336435371,10.05365155780638,11.635725555670057,5.879988336435371,0.0,55.370565642624356,0.0,0.0,63.1023418074045,24.52642128014937,0.0,11.033401435232523,80.99000000000001,0.0,0.0,0.0,5.601050810983688,23.78807449273122,61.18751500829372,12.841643245852019,0.0,12.263210640074686,46.23180290074553,19.688798516641672,8.362857721084113,0.0,16.687337803090607,7.926533222219099,3.4674688172988493,1.6854962685612591,4.590511619105108,10.677874447881944,4.3444361847991555,2.174150582626529,0.5652173913043478,31,1,8,2,1,3,0,3,3,8,1,8,6,2,1,3,6,4.040300000000003,118.85270000000004,0,0,0,0,0,5,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
