pIC50,NumValenceElectrons,Chi0,Chi0n,Chi2n,Kappa1,fr_pyridine
9.0,142,18.96589084732138,14.562637280176387,6.205713822274995,17.339648554188408,0
9.0,188,25.07033885400645,20.64529788324719,9.410065353676982,23.81427678993766,0
9.0,166,22.880104409694468,17.96951001923608,8.62584541373732,21.711838887695,2
9.0,158,20.880104409694468,17.720921896531024,8.941988289782149,19.0490671276208,1
9.0,186,24.741911729260263,20.783490563681397,10.257282077530718,23.28022451622961,1
9.0,174,23.12274509681375,19.477536568789485,9.578730796880084,20.97754279018663,2
9.0,160,21.46589084732138,16.031773121839187,7.2744552923835455,20.539054230459072,0
9.0,180,23.99298858481683,19.64801409891942,9.58649179053083,21.77998678918313,1
8.96,176,24.24191172926027,19.62993051038038,8.957754002776385,23.23566475397552,2
8.96,184,25.449018510446813,19.65683042904945,9.330072255700356,23.375533998546985,2
8.96,178,24.45745467888409,18.794688087745264,8.975908861856249,23.506243467471663,2
8.96,154,21.181433796945207,16.848189675676434,7.705777352179034,20.658805287732143,1
8.92,192,25.664561460070644,19.88658006977496,9.395497305782396,24.55938887531669,0
8.92,180,25.164561460070644,19.52707391705252,8.563384868372031,23.84467856545359,2
8.92,166,23.0956473593183,18.185052968859903,9.03934093337816,21.711838887694995,2
8.92,194,26.741911729260263,20.73956562926574,9.948934644454532,26.03522757333881,2
8.92,194,26.74191172926027,20.73322019566376,9.399664100301402,25.84103238592856,2
8.92,178,25.16456146007064,18.95820495625454,8.439769487387945,23.63192079581026,2
8.92,188,25.71696770287793,20.2535869079195,10.66012919181014,24.15799768930136,2
8.89,138,18.681433796945207,14.950085766428984,6.4918729089270215,17.975914300042195,1
8.89,160,22.051677284948283,17.348189675676437,7.911238388463272,21.439135997268764,1
8.89,190,26.08721119088101,20.62383039592258,10.269233368097408,25.540154591082626,2
8.89,148,19.67299762850793,15.192773953866055,6.676133576022313,18.291088907316038,0
8.89,168,21.37166824125719,17.664123752045064,8.88407998126052,21.05764219013104,0
8.89,196,26.95745467888409,20.641468486127625,9.604623659043757,26.46267359014612,2
8.89,174,24.457454678884098,18.819967135865976,8.38136045002999,22.87835199057318,2
8.89,190,25.871668241257183,19.61986615625445,8.701671627766942,25.452831842099872,2
8.89,192,26.741911729260263,19.73021645857094,8.691449341796355,25.57896890222074,2
8.89,202,28.440582342009534,21.869094865245145,9.682130064487902,26.38962741650245,2
8.89,190,26.03480494807372,19.16096733608021,8.497286198094205,25.384923244965147,2
8.89,120,16.396976746569035,12.795765389742478,5.508143779799427,15.147852854407123,0
8.89,168,23.62902755413791,18.21805300198677,8.220529864579825,22.895194174991165,2
8.85,156,21.888540578131757,16.977946187673357,7.384010847488248,21.204924512748303,2
8.85,186,25.871668241257197,20.234180698239072,8.970763900105172,24.81287362240364,2
8.85,178,24.45745467888409,18.99407388392566,9.161817789804484,23.60291546850596,2
8.85,168,23.46589084732138,17.93326092987221,8.015351132788854,23.090883761461825,2
8.85,178,24.457454678884098,20.03875914172681,9.86779928602611,23.64158961896703,2
8.85,178,24.457454678884098,20.168895815416477,9.99716654222842,23.70927669440178,2
8.85,156,21.83613433532446,16.925539944866063,7.288116307007644,21.204924512748303,2
8.82,148,20.543241116511005,17.191733424200265,8.11606225111743,18.939918822436308,1
8.82,160,22.051677284948283,17.278940553185706,7.970458224041188,21.985986882449915,2
8.82,190,24.90720214718992,20.250290351364708,9.28050065477779,24.387314301068056,2
8.82,202,28.371668241257183,21.304985354636905,9.433712954073783,27.49359939158452,2
8.82,196,27.57033885400645,20.816308460745105,9.071685125431106,25.363359414099744,2
8.82,196,27.449018510446816,20.80518553382672,8.858376399252496,26.171201111102587,2
8.82,168,23.46589084732138,18.809224370640344,8.306629392795012,23.15938807824663,2
8.82,176,23.871668241257183,19.58310937778957,10.116739698097469,22.357062542866935,2
8.82,152,20.664561460070647,17.105946986573365,8.131652954375381,18.579887064499324,1
8.82,184,25.871668241257183,19.73456085993182,8.837172393359381,24.783802069186013,2
8.82,206,28.44058234200953,21.84381581712443,10.130914772298055,26.889197728700083,2
8.82,196,26.95745467888409,19.46158153989981,8.696918162613505,26.2877737527064,2
8.82,168,23.46589084732138,17.93326092987221,8.015351132788854,23.090883761461825,2
8.82,206,28.44058234200953,21.71367914343476,10.001547516095748,26.82191767551365,2
8.82,168,23.46589084732138,18.00251005236294,8.081640085021409,23.12024193744085,2
8.82,176,24.250347897697548,18.83937334554641,9.80521968427331,22.03407750789832,2
8.82,178,24.509860921691388,18.977231004242228,9.211679405653522,23.57391185789479,2
8.8,196,26.578775022443736,21.369322141262657,10.064057789272344,26.511265502661637,2
8.8,202,28.44058234200953,21.116922664564704,9.224176085351075,26.255217605630783,2
8.8,194,27.02636877963644,20.343950659673,9.13662459009178,24.76980198130639,2
8.8,146,20.474327015758654,15.92881845829419,7.129202013574384,19.57797386504112,1
8.8,178,24.29431797206756,19.08486509088649,8.912085236273036,23.60291546850596,2
8.8,190,26.250347897697548,20.78696710273912,10.51693300936729,25.540154591082626,2
8.8,182,25.65612529163336,20.240280812696877,8.576137358872145,24.34791675960651,2
8.8,196,27.664561460070644,21.527454078745272,10.118502348856858,26.72511393750629,2
8.8,174,24.172997628507925,18.64036771105876,8.376723270285778,24.070131014841326,2
8.8,160,22.17299762850792,17.262403238049533,8.272292023144047,20.75027265820397,2
8.8,160,22.051677284948283,17.278940553185706,7.970458224041188,21.63438328735858,2
8.8,174,24.336134335324456,18.92515978317332,8.375125186955044,23.87417829944421,2
8.77,182,24.949018510446816,20.33703729156693,9.238084088666296,24.20270137648028,2
8.77,198,27.664561460070644,20.652866189381317,9.346111406104798,26.55014171321935,2
8.77,176,23.871668241257183,18.8606406536812,9.217688496606478,22.347558436880217,2
8.77,156,21.888540578131757,17.59998171466413,8.139829231862805,21.273226467057405,2
8.77,168,23.681433796945207,18.64070273279714,9.099313505396028,23.090883761461825,2
8.77,198,27.66456146007064,20.030830662390542,8.891081306315655,26.482109907567487,2
8.77,202,27.66456146007064,21.34857526731417,9.934331405553491,27.435202608024248,2
8.77,178,24.457454678884098,18.827688120872125,8.251756968935913,23.58357953708102,2
8.77,178,24.172997628507925,19.132266564359867,8.527029789512703,24.334745896987837,1
8.77,186,26.15612529163336,19.93570236920913,9.013544475057948,24.301304906088568,2
8.77,196,27.57033885400645,21.206718481814107,9.476186825219589,25.56459043244494,2
8.77,180,25.871668241257183,19.527454078745272,8.671288753356901,24.32855237508977,2
8.77,176,24.24191172926027,19.499793836690717,8.828386746574076,23.168044077134983,2
8.77,172,23.424074484064484,18.83665712987418,8.87177482342765,22.70462439236937,2
8.74,154,21.250347897697555,17.107837542218846,7.076964153145688,20.241637644139672,1
8.74,172,23.58721119088101,18.676616800422625,8.979398804330593,22.67567628025045,2
8.74,180,23.992988584816832,20.270049625910197,9.855983573604275,21.845414980937395,1
8.74,166,22.88010440969447,17.670651528513392,8.095430338892857,21.673331252322185,2
8.74,184,25.16456146007064,19.3330730518988,8.984095260942551,24.502857459032445,2
8.74,194,27.449018510446816,20.98848877370918,9.240671572329807,26.24891376909445,2
8.74,180,25.095647359318296,18.318946387887596,8.145635034049324,24.913283122123797,2
8.74,192,26.741911729260263,19.73021645857094,8.679546841328014,25.57896890222074,2
8.74,190,26.15612529163336,21.071424153115284,9.896289061169208,24.43510536012155,2
8.74,170,23.380104409694468,18.33937334554641,9.608041430766171,21.275409328922542,2
8.74,174,24.172997628507925,18.70961683354949,8.411347831531144,24.099528233929245,2
8.74,188,26.741911729260263,20.065839042898805,8.920281800899092,25.278225935261556,2
8.74,186,26.15612529163336,19.897317405055603,9.022412408006335,23.833364276406723,2
8.74,168,23.46589084732138,17.93326092987221,8.053369249148444,23.090883761461825,2
8.74,158,21.88854057813175,16.53845357717955,7.656189220060289,21.741796325387607,2
8.74,198,27.66456146007064,20.030830662390542,8.863048837681719,26.482109907567487,2
8.74,190,26.15612529163336,20.08964258420289,9.24961654124862,24.291749462832463,2
8.72,172,23.58721119088101,18.377758309699946,8.558531845679763,22.637081702085226,2
8.72,174,24.336134335324456,18.303124256182542,8.083162130093683,23.805606769914124,2
8.72,196,27.66456146007064,20.38233562382653,9.051521748620894,26.676505757837077,2
8.72,188,26.034804948073724,20.026113414477216,9.069956353791667,24.87102135835934,2
8.72,196,26.957454678884098,20.083617066890582,9.16385076287099,26.355784557073346,2
8.72,168,23.62902755413791,18.148803879496043,8.131290242333511,22.865845514567614,2
8.72,132,18.13746372257519,13.784080165068191,5.9409489344665,16.940378092663696,1
8.72,190,25.965890847321376,20.92515978317332,10.042633946754284,26.297471559214014,1
8.72,160,22.474327015758657,17.12424001480645,7.536616064191239,23.32021920997312,2
8.72,168,23.62902755413791,18.21805300198677,8.208627364111484,22.895194174991165,2
8.72,150,20.38010440969447,16.802311002534275,7.970085956460012,19.217051763285884,1
8.72,176,23.58721119088101,18.51561596839576,8.702403815606031,23.40959070608853,2
8.72,152,20.5956473593183,16.262403238049533,7.825350508048083,19.255296324764032,1
8.72,188,25.819261998449896,21.20728077957001,10.006792108453045,25.17154858314655,2
8.72,174,23.65612529163336,19.044144072753472,9.163600173679608,21.891686717094903,2
8.72,186,26.15612529163336,19.93570236920913,9.013544475057948,23.90017805450971,2
8.72,172,23.62902755413791,18.355910660682586,8.197584284152953,23.67827624780668,2
8.72,160,21.888540578131757,16.93326092987221,7.606427734052481,21.56603947942825,1
8.72,196,26.95745467888409,19.46158153989981,8.708820663081847,26.2877737527064,2
8.72,178,24.67299762850792,18.51833218406799,8.959141099671706,23.506243467471663,2
8.7,164,21.04539482762413,17.601174923201953,8.02838211799541,20.41476848284905,0
8.7,178,22.36323207281991,19.63208422149351,10.546137050428037,21.35044878797706,0
8.7,162,21.00142475325411,18.212485728093743,9.650929236964666,18.983634810774923,1
8.7,162,22.75878406613483,17.900595918483738,8.113907844624697,21.95667893713654,2
8.7,136,18.05383099606141,14.890784198642285,6.825570552334585,16.01798889469445,2
8.7,160,21.46589084732138,16.14808869606491,7.353124222731894,20.13616280733652,0
8.7,198,25.1916591975661,21.093118916457414,10.272158847669512,24.59789275165584,0
8.7,154,20.595647359318303,15.493388157685658,6.841595585019394,19.17881184877256,0
8.7,168,22.45745467888409,18.629170186994887,9.144778559664749,20.47143352467546,1
8.7,176,23.16456146007064,18.76130789292565,9.374530166771953,21.74935987006052,1
8.7,126,17.440946820939047,14.114002993317897,6.614372245884676,15.325447171325864,1
8.7,156,21.465890847321376,16.92038228985691,8.371036579823455,20.107402483310324,1
8.7,184,25.46589084732138,17.28166219880293,6.351847334479517,26.005932315420715,0
8.7,180,24.103719048826065,18.90808726710894,9.43025887744296,21.96696837189936,0
8.7,192,25.354795904382627,20.315195072494564,9.140587461500196,23.34526270011552,2
8.7,166,21.91563831562721,18.28983599728337,8.565357965705688,20.66985232963596,0
8.7,170,22.716967702877938,18.08486509088649,8.437722943743877,22.09711276150054,1
8.7,176,23.164561460070644,19.383343419916425,9.764214387625492,21.815771056869863,1
8.7,166,22.716967702877938,18.42840883941032,8.758843402379682,21.779235977581475,2
8.7,178,23.96589084732138,17.404017642083364,7.929671484859848,22.888005467762287,0
8.7,180,23.664561460070644,19.883343419916425,10.96412657941661,21.518441531681056,1
8.7,174,24.336134335324456,18.80350441787529,8.464232844729626,24.070131014841326,2
8.7,130,17.97432701575866,13.430879735938367,5.238079670893393,16.38996681362184,0
8.7,176,23.871668241257183,18.657931204118317,8.04265286392887,21.9771135694267,1
8.7,152,20.501424753254117,16.53070313498228,7.631823391552686,18.504906827591437,1
8.7,200,27.733475560822985,21.136709035937884,9.801207025788322,25.928956499805707,2
8.7,178,22.36323207281991,19.63208422149351,10.546137050428037,21.35044878797706,0
8.7,168,21.20853153444066,18.477383683114255,9.268365601971952,20.698209348830893,0
8.7,186,25.02636877963644,20.825552246082463,10.468728222120074,22.716213531536493,1
8.7,198,25.1916591975661,21.09311891645741,10.270651859252714,24.59789275165584,0
8.7,184,24.64768912319608,19.762173601668596,9.719613242947204,22.331965752128053,0
8.7,152,21.34457050376173,16.799061946297268,7.897910033361131,20.55159537976754,1
8.7,162,21.750347897697548,17.92206340580834,8.87429840573737,19.528582067051826,1
8.7,192,25.68106931801569,19.97971758353352,9.8820312790621,23.38286107180382,0
8.7,186,25.23347556082299,20.621494341943094,10.126365264322091,23.7951902682221,2
8.7,176,23.65612529163337,18.15927186838637,7.940558950801237,22.347558436880217,2
8.68,182,24.457454678884098,19.753967069612248,9.74382711674102,24.09623593751951,2
8.68,126,17.267220234572115,12.96624291987241,5.487732004781776,16.505767468678624,1
8.68,186,26.741911729260263,19.828068282564875,8.757600089230776,25.22973374483406,2
8.68,198,27.66456146007064,20.16096733608021,9.020448562517965,26.55014171321935,2
8.68,172,23.681433796945207,18.355910660682586,8.837407768652728,23.903568,2
8.68,196,27.57033885400645,21.07658180812444,9.365605644665576,25.49750309310373,2
8.68,188,26.57877502244373,20.05125762004936,8.749510526911282,25.220035803052085,2
8.68,196,27.57033885400645,21.182154617124525,9.497267029569528,25.56459043244494,2
8.68,204,27.57877502244373,21.98525755379563,12.31501158449995,25.647021983578004,2
8.68,162,22.595647359318303,17.685052968859903,7.780457456894975,22.181408057009858,2
8.66,178,24.45745467888409,18.69521539320298,8.709316524485681,23.564244369945538,2
8.66,178,24.29431797206756,18.95472841719682,8.755297202637532,23.535243055169136,2
8.66,192,26.741911729260263,19.66096733608021,8.602209719550041,25.549857927189475,2
8.66,198,27.664561460070644,21.896937243362856,10.83656390094112,26.686227100453152,2
8.66,210,28.86323207281991,23.110189278961567,10.599593605022465,28.691792952858208,2
8.66,188,25.612155217263357,20.596703201236,9.934091093038584,24.511582964056387,1
8.66,204,27.51793261119916,21.783535703635756,10.277808352399596,26.341619473405864,2
8.66,202,28.44058234200953,21.99923153893481,9.829343463017302,26.456846780591952,2
8.66,178,25.16456146007064,19.027454078745272,8.52900910963426,23.66092783538206,2
8.66,178,24.45745467888409,18.99407388392566,9.102762705703316,23.60291546850596,2
8.64,140,18.802754140504845,15.085200112624875,6.485087195090904,18.02434827773252,1
8.64,176,24.24191172926027,19.57676394418759,8.688234295238257,23.197023180699134,2
8.64,174,24.12059138570063,19.555676618555733,8.657555225067895,24.1387262611962,2
8.64,190,26.03480494807372,19.16096733608021,8.509188698562546,25.384923244965147,2
8.64,184,25.380104409694468,19.095302291564867,9.164324832832278,24.40601419567594,2
8.64,168,23.413484604514085,18.372753540366023,8.152755051810994,23.090883761461825,2
8.64,190,26.03480494807372,19.16096733608021,8.509188698562546,25.03580655810824,2
8.64,174,24.172997628507925,18.70961683354949,8.418153957535868,24.099528233929245,2
8.64,200,27.32769816688717,22.300788202203066,10.535189345421625,28.047742568301665,2
8.64,190,26.15612529163336,21.140673275606016,9.940869221702584,24.46378274744645,2
8.64,174,24.38854057813175,17.611839606701047,7.82241172934596,23.932958837265584,2
8.62,174,24.17299762850792,19.516331151826893,8.535517949455299,24.1387262611962,2
8.62,198,27.664561460070644,21.274901716372085,9.994605604313287,26.618180790906347,2
8.62,184,25.16456146007064,19.57104399142254,9.374098542396286,24.502857459032445,2
8.62,168,23.46589084732138,17.93326092987221,8.053369249148444,23.090883761461825,2
8.62,130,17.714813991764817,13.983465961248593,6.642318857264928,15.683427406389828,1
8.62,174,24.172997628507925,18.82472658605572,8.027767078024661,24.089729036769423,2
8.62,192,26.57877502244373,20.189115278745177,8.88393227100075,25.64690013298394,2
8.62,186,26.12902755413791,18.851946421014453,8.329129712327308,25.629651944675235,2
8.62,202,27.57033885400645,21.63399282026565,10.031249023771084,26.274416635509965,2
8.62,186,25.965890847321376,19.88047452537217,9.355781352002086,25.992964497995192,2
8.62,160,21.888540578131757,17.36201077514038,7.905253692052125,21.91760381837424,1
8.62,158,21.302754140504845,16.77622433751348,8.024826847921176,20.4910671050724,1
8.62,180,25.164561460070644,19.396937243362856,8.434017612169724,23.776973028361585,2
8.62,150,20.47432701575865,16.20731023676113,7.493592677861744,20.220355828454835,1
8.6,190,26.03480494807372,19.09171821358948,8.40804657584789,25.355822009678363,2
8.6,170,22.94901851044682,18.01801226777832,8.112916564921829,21.616579882855703,1
8.6,164,21.53480494807372,16.654114213377223,8.183095232010258,20.31091297058375,1
8.6,210,29.02636877963644,21.71581501822443,9.495814283692775,28.457844616063632,2
8.6,188,26.741911729260263,20.065839042898805,8.92373612459304,25.278225935261556,2
8.6,184,25.164561460070644,19.534794902058675,8.647233500200713,24.551285709453207,2
8.6,186,26.15612529163336,20.027454078745272,9.150712687968998,23.90017805450971,2
8.6,184,25.164561460070644,19.534794902058675,8.659136000669054,24.551285709453207,2
8.6,192,26.741911729260263,19.66096733608021,8.5903072190817,25.549857927189475,2
8.6,148,19.67299762850793,15.192773953866055,6.683320847083136,18.291088907316038,0
8.6,178,24.172997628507925,19.0021298906702,8.385760032842054,24.26613346103576,1
8.6,160,22.50142475325411,17.779246117732967,7.553489601929396,20.93278562067283,3
8.6,172,23.587211190881018,19.2986523274134,9.22845852244167,22.74322477044835,2
8.59,210,28.449018510446813,22.48525755379563,12.512189838007089,26.4050836835924,2
8.59,162,22.758784066134837,17.71805300198677,8.02335161107269,22.11300378354972,2
8.59,168,23.46589084732138,18.05491629517024,7.848268454199805,22.895194174991165,2
8.59,186,26.15612529163336,19.80556569551947,8.884177218855639,24.234421679521365,2
8.59,172,23.37166824125719,19.37562243491028,8.983354448818062,22.67567628025045,2
8.59,180,25.871668241257183,19.39731740505561,8.541921497154592,24.26078267382028,2
8.59,174,24.388540578131757,18.92515978317332,9.019668411886537,24.099528233929245,2
8.59,162,22.758784066134837,17.848189675676434,8.152718867274997,22.181408057009858,2
8.59,180,25.871668241257183,19.39731740505561,8.538467173460644,24.26078267382028,2
8.59,190,25.871668241257183,19.61986615625445,8.6897691272986,25.452831842099872,2
8.59,190,25.871668241257197,19.94304319252253,8.651935280495799,25.481937967128644,2
8.59,212,26.932146173572256,22.142399531511806,10.318657895820492,28.468026406320067,0
8.59,192,26.74191172926027,20.35225198556171,9.069231062181544,25.64690013298394,2
8.59,186,26.15612529163336,20.027454078745272,9.113145466175911,23.90017805450971,2
8.57,206,28.250347897697544,23.22343793301344,11.674655217148793,29.032282524055848,2
8.57,166,23.0956473593183,18.054916295170237,8.909973677175852,21.644452916300825,2
8.57,142,19.672997628507925,15.262538080598098,6.476178361252535,17.929145991649303,1
8.57,186,25.13709924364568,21.01167708699459,10.57449056583337,22.575572792806177,0
8.57,200,26.484552416379547,22.21190538721117,10.009595197315289,26.52407571754959,1
8.57,186,25.871668241257183,19.482008497558628,8.567249883677473,25.026111957424533,2
8.57,184,25.87166824125719,19.76426433650389,8.516354791365538,24.841946720076365,2
8.57,126,17.267220234572115,13.535872204055888,5.920402003139075,16.04281542348322,1
8.57,174,24.336134335324456,18.303124256182542,8.083162130093683,23.805606769914124,2
8.57,160,22.051677284948283,17.14880387949604,7.84109096783888,21.91760381837424,2
8.57,180,23.614308928376477,19.36622576389769,8.829819937169594,21.60248022379438,1
8.55,168,23.46589084732138,18.42515978317332,8.177946933447908,23.090883761461825,2
8.55,184,25.32769816688717,18.38461143240293,8.064493915412248,24.386647671100675,2
8.55,178,24.509860921691388,19.04648012673296,9.28512919181014,23.60291546850596,2
8.55,156,21.672997628507925,17.01633115182689,7.0841427531802905,21.204924512748317,2
8.55,190,25.191659197566096,20.390789628587267,9.158780419731354,23.16673610806544,3
8.55,168,23.46589084732138,18.67908769695068,8.177262136592702,23.090883761461825,2
8.55,172,23.75034789769755,18.839753507239152,9.124123388066028,22.67567628025044,2
8.55,188,25.99298858481683,20.84816021848531,9.83670282399682,24.4064300356457,3
8.55,182,25.164561460070644,19.277325112582343,8.671644989290963,24.154305269127924,2
8.55,200,27.164561460070644,21.838793004663845,9.64996120595693,27.85093709276143,2
8.55,196,26.957454678884098,21.363937210236,10.72921376195909,26.443237870610783,2
8.55,162,22.595647359318303,17.554916295170237,7.651090200692668,22.11300378354972,2
8.55,188,25.71696770287793,20.123450234229832,10.530761935607831,24.0911390033913,2
8.55,170,22.94901851044682,18.148148941467987,8.18006291046944,21.68296278437542,1
8.55,170,22.94901851044682,18.148148941467987,8.18006291046944,21.68296278437542,1
8.54,160,22.17299762850792,17.132266564359863,8.142924766941738,20.68305360715921,2
8.54,178,24.457454678884098,18.827688120872125,8.239854468467572,23.58357953708102,2
8.54,186,25.871668241257197,20.10404402454941,8.841396643902865,24.745042407384226,2
8.54,168,23.46589084732138,17.93326092987221,8.053369249148444,23.090883761461825,2
8.54,196,27.449018510446813,20.9792922818864,9.658261557429489,26.511265502661637,2
8.54,188,26.034804948073724,20.3249719051999,9.44865047180052,25.06489136980348,2
8.52,162,21.32769816688717,18.16851565372373,9.799768943650452,18.799121412643565,1
8.52,142,19.50986092169139,15.08558027431762,5.992305039744222,17.681776730506275,1
8.52,174,23.23347556082299,18.47733638959967,9.152608265770604,21.033442034863263,0
8.52,178,24.758784066134837,17.342884771740252,6.253710461775155,25.05403916595986,0
8.52,180,22.78588180363028,19.92459727861421,9.926348942907484,22.404587161470097,0
8.52,170,22.94901851044682,17.75102357792251,8.039578514798812,21.588134430727024,2
8.52,170,22.45745467888409,18.054201111739104,9.016011870132514,20.802209384213587,1
8.52,180,24.103719048826065,18.90808726710894,9.396303483279864,21.96696837189936,0
8.52,166,22.241911729260277,18.12187450363585,8.976925685142799,20.48087883025624,0
8.52,172,23.25878406613483,16.696910860896814,7.669571725126038,21.923695425102192,0
8.52,142,18.855160383312143,15.165739192648426,7.607712244916791,18.052915404577863,0
8.52,174,23.23347556082299,18.60747306328934,9.282482609008696,20.70754884003301,0
8.52,180,23.61215521726335,19.83093717710913,10.621995041493795,21.518441531681056,1
8.52,118,15.6480536021256,12.6668345377723,5.797245451236054,14.480238222101054,1
8.52,190,26.250347897697548,19.93436170494108,9.27491591253402,25.491640333237576,2
8.52,180,24.103719048826072,19.49173782994618,9.680141284503335,21.574464211172263,0
8.52,152,20.009860921691395,17.220921896531028,8.593171363520915,18.29884029532114,1
8.52,190,25.36323207281991,21.0706638297298,11.178204016731176,22.466164221643936,1
