pIC50,Chi2n,NumAromaticHeterocycles,SlogP_VSA5,BCUT2D_LOGPLOW,SMR_VSA3,Chi0,Kappa1
9.0,8.232399232519686,3,29.76891456684706,-2.427557247829424,19.8518452936921,22.880104409694468,21.673331252322185
9.0,6.681166629392981,3,35.449481164479955,-2.3850129058849743,29.69533157031642,19.67299762850793,18.29108890731604
9.0,9.468149616326071,4,38.64886452054263,-2.3113739862633675,39.8296936537404,23.12274509681375,20.91234355948472
9.0,8.204551975593548,3,53.58395404923523,-2.4259160636287573,24.378542966310093,27.32769816688718,27.37874992657047
9.0,6.934336355421596,3,36.17175167062432,-2.423651822655495,19.39456444536288,18.96589084732138,17.814947226624657
9.0,6.978363641901563,3,29.024036419620764,-2.382460904169179,24.71135304936921,20.595647359318303,19.245734749746045
9.0,6.967168552564248,3,41.865679665472776,-2.4259112778368754,24.378542966310093,19.672997628507925,17.93866472771829
9.0,5.461085730485002,3,6.4208216229260096,-2.221771047747773,19.685440252162543,14.940946820939052,13.54587655818156
9.0,6.920306061844848,2,23.199631921620835,-2.3614175094566874,14.59805822286387,19.672997628507925,18.51992381198347
9.0,9.105276118058558,3,49.0313794356251,-2.418107229739273,19.8518452936921,24.45745467888409,23.57391185789479
9.0,9.041798449765398,3,32.22804289761662,-2.401335146474157,29.215451163982472,21.750347897697548,19.924167650272864
9.0,8.884664458839842,3,42.610557812699085,-2.418782085970335,19.8518452936921,24.29431797206756,23.60291546850596
9.0,5.795636719847884,3,12.84164324585202,-2.350329154566212,19.685440252162543,15.6480536021256,14.480238222101054
9.0,10.141900481573266,3,38.64886452054263,-2.6032500047986447,29.215451163982472,21.380104409694468,18.799121412643565
9.0,7.32946332398765,3,48.29112441033197,-2.423654465749525,19.39456444536288,20.543241116511005,19.312671839952426
9.0,9.542698754666048,4,38.64886452054263,-2.31138761689458,44.62619987623942,23.28588180363028,20.78199896694214
9.0,7.329772107116118,3,22.47273829354329,-2.5240034761940024,24.378542966310093,22.551677284948283,20.961611566528028
9.0,9.296491758903164,3,50.54012616591893,-2.4192484782773787,25.06523038934697,24.551677284948283,23.87417829944421
9.0,9.4590517251761,2,38.17047518309165,-2.521835785859758,29.548261247041594,24.36323207281991,23.05158504031005
9.0,6.205713822274995,3,22.47736141547647,-2.434701618393367,29.695331570316423,18.96589084732138,17.339648554188408
9.0,9.410065353676982,2,31.24673798340104,-2.525804583883035,29.548261247041594,25.07033885400645,23.81427678993766
9.0,8.62584541373732,3,49.0313794356251,-2.4189342514061103,19.8518452936921,22.880104409694468,21.711838887695
9.0,8.941988289782149,3,38.64886452054263,-2.311386487566612,29.215451163982472,20.880104409694468,19.0490671276208
9.0,10.257282077530718,3,38.64886452054263,-2.426012553074113,34.115360894832946,24.741911729260263,23.28022451622961
9.0,9.578730796880084,4,38.64886452054263,-2.311373986065242,34.616308558085535,23.12274509681375,20.97754279018663
9.0,7.2744552923835455,3,41.73520316232132,-2.4229283922659275,19.74844178534064,21.46589084732138,20.539054230459072
9.0,9.58649179053083,4,38.64886452054263,-2.311374272415494,39.60028707903274,23.99298858481683,21.77998678918313
8.96,8.957754002776385,3,55.4522010585511,-2.401969301289484,25.168633897698435,24.24191172926027,23.23566475397552
8.96,9.330072255700356,4,54.22239185370893,-2.417253701942653,35.26259400594904,25.449018510446813,23.375533998546985
8.96,8.975908861856249,3,49.0313794356251,-2.418129792346884,25.06523038934697,24.45745467888409,23.506243467471663
8.96,7.705777352179034,3,38.05293747453131,-2.417878524915537,24.83582381463931,21.181433796945207,20.658805287732143
8.92,9.395497305782396,2,29.76891456684706,-2.4190491515676045,18.903274214160103,25.664561460070644,24.55938887531669
8.92,8.563384868372031,4,36.69265176653768,-2.417210011892387,29.632330037138324,25.164561460070644,23.84467856545359
8.92,9.03934093337816,3,49.534295012389705,-2.418244665630327,19.8518452936921,23.0956473593183,21.711838887694995
8.92,9.948934644454532,3,55.45220105855111,-2.4188750095137155,19.8518452936921,26.741911729260263,26.03522757333881
8.92,9.399664100301402,3,36.18973618977307,-2.418640776651233,24.75175502454258,26.74191172926027,25.84103238592856
8.92,8.439769487387945,3,29.76891456684706,-2.3920518865601776,19.8518452936921,25.16456146007064,23.63192079581026
8.92,10.66012919181014,3,61.87302268147712,-2.420911659203994,19.8518452936921,25.71696770287793,24.15799768930136
8.89,6.4918729089270215,1,36.54419074423747,-2.345739603222328,10.30076712495354,18.681433796945207,17.975914300042195
8.89,7.911238388463272,3,38.05293747453131,-2.417878703252802,24.83582381463931,22.051677284948283,21.439135997268764
8.89,10.269233368097408,3,62.37593825824173,-2.419641236995397,19.8518452936921,26.08721119088101,25.540154591082626
8.89,6.676133576022313,3,35.449481164479955,-2.382484225612329,29.69533157031642,19.67299762850793,18.29108890731604
8.89,8.88407998126052,2,54.88343446911574,-2.4554331387047417,14.867866772744897,21.37166824125719,21.05764219013104
8.89,9.604623659043757,3,36.18973618977307,-2.4186226670248145,24.15706128498833,26.95745467888409,26.46267359014612
8.89,8.38136045002999,4,29.768914566847062,-2.417209279629978,29.632330037138324,24.457454678884098,22.87835199057318
8.89,8.701671627766942,4,30.62628469807608,-2.417229229566952,34.84571513279319,25.871668241257183,25.452831842099872
8.89,8.691449341796355,4,29.76891456684706,-2.4172296350440057,34.84571513279319,26.741911729260263,25.57896890222074
8.89,9.682130064487902,4,29.768914566847062,-2.417217913669212,40.05910022844807,28.44058234200953,26.38962741650245
8.89,8.497286198094205,4,24.205463075150064,-2.417211030360902,34.61630855808553,26.03480494807372,25.384923244965147
8.89,5.508143779799427,0,23.199631921620835,-2.3039606698072213,5.316788604006331,16.396976746569035,15.147852854407123
8.89,8.220529864579825,3,43.6163889662283,-2.4179007043051266,25.06523038934697,23.62902755413791,22.895194174991165
8.85,7.384010847488248,3,36.69265176653768,-2.4174560344503653,19.8518452936921,21.88854057813176,21.204924512748303
8.85,8.970763900105172,4,43.11347338946369,-2.41721006143996,29.632330037138324,25.8716682412572,24.81287362240364
8.85,9.161817789804484,3,49.0313794356251,-2.418119894984132,19.8518452936921,24.45745467888409,23.60291546850596
8.85,8.015351132788854,3,36.69265176653768,-2.417742369474825,19.8518452936921,23.46589084732138,23.090883761461825
8.85,9.86779928602611,3,69.29967545793235,-2.41586662654876,25.06523038934697,24.457454678884098,23.64158961896703
8.85,9.99716654222842,3,69.29967545793235,-2.415840023423141,19.8518452936921,24.457454678884098,23.70927669440178
8.85,7.288116307007644,3,36.69265176653768,-2.352855451681871,19.8518452936921,21.83613433532446,21.204924512748303
8.82,8.11606225111743,3,39.679221913385504,-2.1110893715962136,24.961826880995503,20.543241116511005,18.939918822436308
8.82,7.970458224041188,3,38.05293747453131,-2.4178785966872423,19.8518452936921,22.051677284948283,21.985986882449915
8.82,9.28050065477779,3,48.88291841332487,-2.4034534234915044,25.585512770854287,24.90720214718992,24.387314301068056
8.82,9.433712954073783,3,29.76891456684706,-2.417219418329484,19.8518452936921,28.371668241257183,27.49359939158452
8.82,9.071685125431106,5,29.76891456684706,-2.417229634877493,44.81367217468761,27.57033885400645,25.363359414099744
8.82,8.858376399252496,4,36.69265176653768,-2.41723519752314,40.16250373679952,27.449018510446816,26.171201111102587
8.82,8.306629392795012,3,43.6163889662283,-2.431222793265218,19.8518452936921,23.46589084732138,23.15938807824663
8.82,10.116739698097469,3,68.29384430440312,-2.415499237849173,19.8518452936921,23.871668241257183,22.35706254286693
8.82,8.131652954375381,3,38.29440996607822,-2.2917012470627127,30.27861548500184,20.664561460070647,18.579887064499324
8.82,8.837172393359381,3,35.33236605854405,-2.4172212150253443,19.8518452936921,25.871668241257183,24.783802069186013
8.82,10.130914772298055,4,36.18973618977307,-2.4185385522585783,29.81980233558652,28.44058234200953,26.889197728700083
8.82,8.696918162613505,4,24.205463075150064,-2.41721140686329,34.61630855808553,26.95745467888409,26.2877737527064
8.82,8.015351132788854,3,36.69265176653768,-2.417742369474825,19.8518452936921,23.46589084732138,23.090883761461825
8.82,10.001547516095748,4,36.18973618977307,-2.4185627447955764,35.03318743124139,28.44058234200953,26.82191767551365
8.82,8.081640085021409,3,36.69265176653768,-2.4182868811579947,19.8518452936921,23.46589084732138,23.12024193744085
8.82,9.80521968427331,3,49.0313794356251,-2.62823212399002,25.06523038934697,24.250347897697548,22.03407750789832
8.82,9.211679405653522,3,49.0313794356251,-2.421567325715741,19.8518452936921,24.509860921691388,23.57391185789479
8.8,10.064057789272344,3,55.45220105855111,-2.431868173286047,19.8518452936921,26.578775022443736,26.51126550266164
8.8,9.224176085351075,5,29.76891456684706,-2.417229647223851,44.81367217468761,28.44058234200953,26.255217605630783
8.8,9.13662459009178,4,34.56345175091888,-2.417236787248273,30.049208910294176,27.02636877963644,24.76980198130639
8.8,7.129202013574384,2,36.692651766537686,-2.4174272150422533,15.284745645900747,20.474327015758654,19.57797386504112
8.8,8.912085236273036,3,42.610557812699085,-2.419170509114964,19.8518452936921,24.29431797206756,23.60291546850596
8.8,10.51693300936729,3,56.458032212080326,-2.462919550495293,19.8518452936921,26.250347897697548,25.540154591082626
8.8,8.576137358872145,3,42.256103258234674,-2.2728619171581417,25.06523038934697,25.65612529163336,24.34791675960651
8.8,10.118502348856858,3,49.179840457925295,-2.417231352323252,19.8518452936921,27.664561460070644,26.72511393750629
8.8,8.376723270285778,3,43.11347338946369,-2.418081719823579,19.8518452936921,24.172997628507925,24.070131014841326
8.8,8.272292023144047,3,42.610557812699085,-2.417600067632902,19.8518452936921,22.17299762850792,20.75027265820397
8.8,7.970458224041188,3,38.05293747453131,-2.4178787522512315,19.8518452936921,22.051677284948283,21.63438328735858
8.8,8.375125186955044,3,50.03721058915431,-2.418033948685681,25.06523038934697,24.336134335324456,23.87417829944421
8.77,9.238084088666296,3,62.37593825824173,-2.407081076339155,25.168633897698435,24.949018510446816,24.20270137648028
8.77,9.346111406104798,4,36.69265176653768,-2.4172300857556017,34.84571513279319,27.664561460070644,26.55014171321935
8.77,9.217688496606478,3,54.44636990502188,-2.399332743634264,19.8518452936921,23.871668241257183,22.347558436880217
8.77,8.139829231862805,3,50.03721058915431,-2.3114410754923136,19.8518452936921,21.88854057813176,21.273226467057405
8.77,9.099313505396028,3,50.54012616591893,-2.419248181738247,25.06523038934697,23.681433796945207,23.090883761461825
8.77,8.891081306315655,4,29.76891456684706,-2.417230014455995,34.84571513279319,27.66456146007064,26.482109907567487
8.77,9.934331405553491,3,42.610557812699085,-2.427214042719197,24.15706128498833,27.66456146007064,27.435202608024248
8.77,8.251756968935913,4,31.129200274840688,-2.417229052414829,34.84571513279319,24.457454678884098,23.58357953708102
8.77,8.527029789512703,3,38.05293747453131,-2.4178791626271106,24.83582381463931,24.172997628507925,24.33474589698784
8.77,9.013544475057948,4,29.76891456684706,-2.4172171770065933,24.83582381463931,26.15612529163336,24.301304906088568
8.77,9.476186825219589,4,29.76891456684706,-2.4172186240320683,29.632330037138324,27.57033885400645,25.56459043244494
8.77,8.671288753356901,3,35.33236605854405,-2.417219870826416,19.8518452936921,25.871668241257183,24.32855237508977
8.77,8.828386746574076,3,55.4522010585511,-2.402006274258663,30.382018993353302,24.24191172926027,23.168044077134983
8.77,8.87177482342765,3,49.0313794356251,-2.324615610087927,19.8518452936921,23.424074484064484,22.70462439236937
8.74,7.076964153145688,3,29.213086772002832,-2.1858485224542417,20.26872416684796,21.250347897697555,20.241637644139672
8.74,8.979398804330593,3,55.45220105855111,-2.4180678057886515,19.8518452936921,23.58721119088101,22.67567628025045
8.74,9.855983573604275,4,44.47326901854255,-2.31137401674396,39.600287079032746,23.992988584816832,21.845414980937395
8.74,8.095430338892857,3,29.76891456684706,-2.590085408526334,19.8518452936921,22.88010440969447,21.673331252322185
8.74,8.984095260942551,3,36.18973618977307,-2.4241470504301503,19.8518452936921,25.16456146007064,24.502857459032445
8.74,9.240671572329807,3,36.69265176653768,-2.417219715972202,19.8518452936921,27.449018510446816,26.24891376909445
8.74,8.145635034049324,3,36.18973618977307,-2.41762543700881,19.8518452936921,25.095647359318296,24.9132831221238
8.74,8.679546841328014,4,29.76891456684706,-2.41721116151866,34.61630855808553,26.741911729260263,25.57896890222074
8.74,9.896289061169208,4,61.27660555655103,-2.4139421277843014,29.402923462430664,26.15612529163336,24.43510536012155
8.74,9.608041430766171,3,49.0313794356251,-2.628232198952268,25.06523038934697,23.380104409694468,21.275409328922542
8.74,8.411347831531144,3,43.11347338946369,-2.4181013082530685,19.8518452936921,24.172997628507925,24.099528233929245
8.74,8.920281800899092,3,40.126903242615874,-2.4172199434676345,19.8518452936921,26.741911729260263,25.27822593526156
8.74,9.022412408006335,4,29.76891456684706,-2.417217990649548,35.26259400594904,26.15612529163336,23.833364276406723
8.74,8.053369249148444,3,36.69265176653768,-2.41818565939857,19.8518452936921,23.46589084732138,23.090883761461825
8.74,7.656189220060289,2,42.610557812699085,-2.4175113998596167,15.284745645900747,21.88854057813175,21.741796325387607
8.74,8.863048837681719,4,29.76891456684706,-2.4172621168288155,34.84571513279319,27.66456146007064,26.482109907567487
8.74,9.24961654124862,4,35.81075539599502,-2.417235960317255,34.84571513279319,26.15612529163336,24.291749462832463
8.72,8.558531845679763,3,36.18973618977307,-2.4182988359042543,19.8518452936921,23.58721119088101,22.637081702085226
8.72,8.083162130093683,3,36.69265176653768,-2.4177637611226754,25.06523038934697,24.336134335324456,23.805606769914124
8.72,9.051521748620894,3,29.76891456684706,-2.417227319644017,19.8518452936921,27.66456146007064,26.67650575783708
8.72,9.069956353791667,3,29.768914566847062,-2.566604293035186,24.75175502454258,26.034804948073724,24.87102135835934
8.72,9.16385076287099,4,31.129200274840688,-2.417229944231553,34.84571513279319,26.957454678884098,26.355784557073346
8.72,8.131290242333511,3,43.6163889662283,-2.393133719837606,25.06523038934697,23.62902755413791,22.865845514567614
8.72,5.9409489344665,1,17.28172587545944,-2.3370641320123693,10.30076712495354,18.13746372257519,16.940378092663696
8.72,10.042633946754284,3,51.90041187391256,-2.417880489912709,24.83582381463931,25.965890847321376,26.297471559214014
8.72,7.536616064191239,2,43.6163889662283,-2.4177854050352154,15.284745645900747,22.474327015758657,23.32021920997312
8.72,8.208627364111484,3,43.6163889662283,-2.417879745436854,24.83582381463931,23.62902755413791,22.895194174991165
8.72,7.970085956460012,2,42.61055781269908,-2.2767146291552294,20.60153424990708,20.38010440969447,19.217051763285884
8.72,8.702403815606031,3,37.04710632100208,-2.418781915972672,19.8518452936921,23.58721119088101,23.40959070608853
8.72,7.825350508048083,3,37.04710632100208,-2.4175998546125284,24.83582381463931,20.5956473593183,19.255296324764032
8.72,10.006792108453045,3,69.29967545793235,-2.41959325026616,25.16863389769843,25.819261998449896,25.17154858314655
8.72,9.163600173679608,3,61.3701071047125,-2.430006194013936,25.168633897698435,23.65612529163336,21.891686717094903
8.72,9.013544475057948,4,29.76891456684706,-2.4172174691136905,24.83582381463931,26.15612529163336,23.90017805450971
8.72,8.197584284152953,3,44.47375909745732,-2.4180337556991485,25.06523038934697,23.62902755413791,23.67827624780668
8.72,7.606427734052481,3,31.129200274840688,-2.4181854305444817,24.83582381463931,21.88854057813176,21.56603947942825
8.72,8.708820663081847,4,24.205463075150064,-2.4172298729552257,34.84571513279319,26.95745467888409,26.2877737527064
8.72,8.959141099671706,3,42.610557812699085,-2.44737250607632,19.8518452936921,24.67299762850792,23.506243467471663
8.7,8.02838211799541,2,19.26246486877803,-2.384453846015804,19.851845293692104,21.04539482762413,20.41476848284905
8.7,10.546137050428037,2,62.84793052126648,-2.5001868137704606,24.75175502454258,22.36323207281991,21.35044878797706
8.7,9.650929236964666,3,63.1023418074045,-2.3113740734804824,29.632330037138324,21.00142475325411,18.983634810774923
8.7,8.113907844624697,3,50.03721058915431,-2.296002283730098,25.06523038934697,22.75878406613483,21.95667893713654
8.7,6.825570552334585,4,12.84164324585202,-2.3503300534353726,29.88280386876462,18.05383099606141,16.01798889469445
8.7,7.353124222731894,3,41.865679665472776,-2.425915689953652,24.378542966310093,21.46589084732138,20.13616280733652
8.7,10.272158847669512,2,38.524929737556064,-2.4207735672351234,20.26872416684796,25.1916591975661,24.59789275165584
8.7,6.841595585019394,3,29.024036419620764,-2.3850196714994114,29.69533157031642,20.595647359318303,19.17881184877256
8.7,9.144778559664749,3,45.57260172023325,-2.3726669398091143,29.215451163982472,22.45745467888409,20.47143352467546
8.7,9.374530166771953,3,38.64886452054263,-2.3113936698570954,29.215451163982472,23.16456146007064,21.74935987006052
8.7,6.614372245884676,3,25.459308440391105,-2.17987423751696,24.73242030628785,17.440946820939047,15.325447171325864
8.7,8.371036579823455,2,49.0313794356251,-2.418924186820292,15.284745645900747,21.465890847321376,20.107402483310324
8.7,6.351847334479517,3,20.976930357840565,-2.2055066895983493,24.378542966310093,25.46589084732138,26.005932315420715
8.7,9.43025887744296,2,29.620453544546848,-2.4075619166810425,14.867866772744891,24.103719048826065,21.96696837189936
8.7,9.140587461500196,4,29.024036419620764,-2.3717709400554647,19.93591408378884,25.354795904382627,23.34526270011552
8.7,8.565357965705688,2,31.24673798340104,-2.457555274657775,24.64835151619112,21.91563831562721,20.66985232963596
8.7,8.437722943743877,3,37.04710632100208,-2.418781853659953,24.83582381463931,22.716967702877938,22.09711276150054
8.7,9.764214387625492,3,45.57260172023325,-2.311394409635211,29.215451163982472,23.164561460070644,21.815771056869863
8.7,8.758843402379682,3,61.87302268147712,-2.330510927721872,19.8518452936921,22.716967702877938,21.779235977581475
8.7,7.929671484859848,3,41.73520316232132,-2.4229387881830515,24.378542966310093,23.96589084732138,22.888005467762287
8.7,10.96412657941661,3,45.57260172023325,-2.6032501045152863,29.215451163982472,23.664561460070644,21.518441531681056
8.7,8.464232844729626,3,43.6163889662283,-2.4186789218007148,19.8518452936921,24.336134335324456,24.070131014841326
8.7,5.238079670893393,3,20.8464538546891,-2.1787401312428845,24.378542966310093,17.97432701575866,16.38996681362184
8.7,8.04265286392887,4,15.921440167465814,-2.480676257020252,33.66773747855353,23.871668241257183,21.9771135694267
8.7,7.631823391552686,3,23.199631921620835,-2.361833933281068,19.58203674381108,20.50142475325412,18.50490682759144
8.7,9.801207025788322,4,29.76891456684706,-2.553347387891612,29.81980233558652,27.733475560822985,25.928956499805707
8.7,10.546137050428037,2,62.84793052126648,-2.5001868137704606,24.75175502454258,22.36323207281991,21.35044878797706
8.7,9.268365601971952,2,56.930024475105085,-2.5218314012315424,24.75175502454258,21.20853153444066,20.698209348830893
8.7,10.468728222120074,4,38.55536297238116,-2.60325008402645,39.600287079032746,25.02636877963644,22.716213531536493
8.7,10.270651859252714,2,38.524929737556064,-2.4211925521369086,20.26872416684796,25.1916591975661,24.59789275165584
8.7,9.719613242947204,2,29.620453544546848,-2.40861899063908,14.867866772744891,24.64768912319608,22.331965752128053
8.7,7.897910033361131,2,43.61638896622831,-2.4178547967476205,15.284745645900747,21.34457050376173,20.55159537976754
8.7,8.87429840573737,3,38.64886452054263,-2.3754967175263624,29.215451163982472,21.750347897697548,19.528582067051826
8.7,9.8820312790621,2,36.169833072392606,-2.4086984265344142,19.43496642053625,25.68106931801569,23.38286107180382
8.7,10.126365264322091,3,68.29384430440314,-2.4110711666315248,25.16863389769843,25.23347556082299,23.7951902682221
8.7,7.940558950801237,4,6.4208216229260096,-2.3535843173838726,24.91989260473604,23.65612529163337,22.347558436880217
8.68,9.74382711674102,3,56.81248676654474,-2.416341381308192,19.8518452936921,24.457454678884098,24.09623593751951
8.68,5.487732004781776,1,23.199631921620835,-2.305591643658329,10.30076712495354,17.267220234572115,16.505767468678624
8.68,8.757600089230776,3,35.33236605854405,-2.4172575574224764,19.8518452936921,26.741911729260263,25.22973374483406
8.68,9.020448562517965,4,29.76891456684706,-2.417210827663122,29.632330037138324,27.66456146007064,26.55014171321935
8.68,8.837407768652728,3,38.05293747453131,-2.4185655922120977,19.8518452936921,23.681433796945207,23.903568
8.68,9.365605644665576,4,29.76891456684706,-2.4172186485569096,34.616308558085535,27.57033885400645,25.49750309310373
8.68,8.749510526911282,4,36.18973618977307,-2.4172293263642306,34.84571513279319,26.57877502244373,25.220035803052085
8.68,9.497267029569528,4,29.76891456684706,-2.4172194314684696,29.81980233558652,27.57033885400645,25.56459043244494
8.68,12.31501158449995,3,68.29384430440314,-2.616390750549529,25.06523038934697,27.57877502244373,25.647021983578004
8.68,7.780457456894975,3,43.11347338946369,-2.4175121144894294,19.8518452936921,22.595647359318303,22.181408057009858
8.66,8.709316524485681,3,29.76891456684706,-2.41980439708198,19.8518452936921,24.45745467888409,23.564244369945538
8.66,8.755297202637532,3,42.610557812699085,-2.4188071901990096,25.06523038934697,24.29431797206756,23.535243055169136
8.66,8.602209719550041,4,29.76891456684706,-2.392074568524201,34.84571513279319,26.741911729260263,25.549857927189475
8.66,10.83656390094112,4,50.54012616591893,-2.417229709337738,34.84571513279319,27.664561460070644,26.686227100453152
8.66,10.599593605022465,3,49.179840457925295,-2.41787909478479,25.16863389769843,28.86323207281991,28.691792952858208
8.66,9.934091093038584,3,31.65615201200418,-2.3992574565478075,19.93591408378884,25.61215521726336,24.511582964056387
8.66,10.277808352399596,3,67.28801315087391,-2.406384900463611,30.382018993353302,27.51793261119916,26.341619473405864
8.66,9.829343463017302,4,29.768914566847062,-2.4172367350030486,34.84571513279319,28.44058234200953,26.456846780591952
8.66,8.52900910963426,3,29.76891456684706,-2.4172157349756183,19.8518452936921,25.16456146007064,23.66092783538206
8.66,9.102762705703316,3,49.0313794356251,-2.419021696186855,19.8518452936921,24.45745467888409,23.60291546850596
8.64,6.485087195090904,4,20.268296022307258,-2.107452921209987,24.961826880995503,18.802754140504845,18.02434827773252
8.64,8.688234295238257,3,29.76891456684706,-2.4960556993324223,29.651664755393057,24.24191172926027,23.197023180699134
8.64,8.657555225067895,3,50.54012616591892,-2.4427974266088355,25.16863389769843,24.12059138570063,24.1387262611962
8.64,8.509188698562546,4,24.205463075150064,-2.417229493667133,34.84571513279319,26.03480494807372,25.384923244965147
8.64,9.164324832832278,3,49.0313794356251,-2.418182953318364,25.06523038934697,25.380104409694468,24.40601419567594
